year_completed,multigen_sold,bldg_contract_town,multistorey_carpark,street,total_dwelling_units,blk_no,exec_sold,max_floor_lvl,residential,1room_sold,precinct_pavilion,other_room_rental,5room_sold,3room_sold,commercial,4room_sold,miscellaneous,studio_apartment_sold,2room_rental,2room_sold,1room_rental,3room_rental,market_hawker,_id
1978,0,CT,N,QUEEN ST,186,271,0,20,Y,0,N,0,6,180,Y,0,Y,0,0,0,0,0,N,4137
2008,0,SK,N,SENGKANG CTRL,0,271,0,1,N,0,Y,0,0,0,N,0,N,0,0,0,0,0,N,4138
1984,0,TAP,N,TAMPINES ST 21,205,271,0,11,Y,0,N,0,0,129,N,76,Y,0,0,0,0,0,N,4139
1997,0,JE,N,TOH GUAN RD,111,271,0,21,Y,0,N,0,74,0,N,37,Y,0,0,0,0,0,N,4140
1984,0,YS,N,YISHUN ST 22,32,271,0,4,Y,0,N,0,0,16,N,16,N,0,0,0,0,0,N,4141
2001,0,JW,N,JURONG WEST ST 24,91,271A,0,16,Y,0,N,0,44,0,N,47,N,0,0,0,0,0,N,4142
2012,0,PG,N,PUNGGOL WALK,120,271A,0,16,Y,0,N,0,0,0,N,120,Y,0,0,0,0,0,N,4143
2008,0,SK,N,SENGKANG CTRL,90,271A,0,16,Y,0,N,0,0,0,N,90,Y,0,0,0,0,0,N,4144
2001,0,JW,N,JURONG WEST ST 24,91,271B,0,16,Y,0,N,0,44,0,N,47,N,0,0,0,0,0,N,4145
2012,0,PG,N,PUNGGOL WALK,90,271B,0,16,Y,0,N,0,32,0,N,58,N,0,0,0,0,0,N,4146
2008,0,SK,N,SENGKANG CTRL,92,271B,0,16,Y,0,N,0,0,0,N,92,N,0,0,0,0,0,N,4147
2001,0,JW,N,JURONG WEST ST 24,88,271C,0,16,Y,0,N,0,88,0,N,0,N,0,0,0,0,0,N,4148
2012,0,PG,N,PUNGGOL WALK,118,271C,0,16,Y,0,N,0,30,0,N,88,N,0,0,0,0,0,N,4149
2008,0,SK,N,SENGKANG CTRL,92,271C,0,16,Y,0,N,0,0,0,N,92,N,0,0,0,0,0,N,4150
2002,0,JW,N,JURONG WEST ST 24,88,271D,0,16,Y,0,N,0,58,0,N,30,N,0,0,0,0,0,N,4151
2012,0,PG,N,PUNGGOL WALK,88,271D,0,16,Y,0,N,0,0,0,N,88,N,0,0,0,0,0,N,4152
1987,0,BP,N,BANGKIT RD,88,272,0,12,Y,0,N,0,40,0,N,48,Y,0,0,0,0,0,N,4153
1991,0,BH,N,BISHAN ST 24,110,272,0,12,Y,0,N,0,0,0,Y,110,N,0,0,0,0,0,N,4154
1985,0,BB,N,BT BATOK EAST AVE 4,109,272,0,10,Y,0,N,0,0,93,Y,16,N,0,0,0,0,0,N,4155
1992,0,CCK,N,CHOA CHU KANG AVE 2,51,272,51,16,Y,0,N,0,0,0,N,0,N,0,0,0,0,0,N,4156
2002,0,JW,N,JURONG WEST ST 24,0,272,0,1,N,0,Y,0,0,0,N,0,N,0,0,0,0,0,N,4157
1993,0,PRC,N,PASIR RIS ST 21,80,272,0,8,Y,0,N,0,50,0,Y,30,N,0,0,0,0,0,N,4158
2012,0,PG,N,PUNGGOL WALK,0,272,0,1,N,0,Y,0,0,0,N,0,N,0,0,0,0,0,N,4159
2007,0,SK,N,SENGKANG CTRL,0,272,0,1,N,0,N,0,0,0,N,0,N,0,0,0,0,0,N,4160
1983,0,TAP,N,TAMPINES ST 22,213,272,1,11,Y,0,N,0,0,76,Y,136,N,0,0,0,0,0,N,4161
1997,0,JE,N,TOH GUAN RD,135,272,0,25,Y,0,N,0,90,0,N,45,Y,0,0,0,0,0,N,4162
1985,0,YS,N,YISHUN ST 22,114,272,0,12,Y,0,N,0,40,0,N,74,N,0,0,0,0,0,N,4163
2002,0,JW,N,JURONG WEST ST 24,87,272A,0,16,Y,0,N,0,30,0,N,57,N,0,0,0,0,0,N,4164
2012,0,PG,N,PUNGGOL WALK,88,272A,0,16,Y,0,N,0,30,0,N,58,N,0,0,0,0,0,N,4165
1993,0,PRC,Y,PASIR RIS ST 21,0,272A,0,3,N,0,N,0,0,0,N,0,N,0,0,0,0,0,N,4166
2008,0,SK,N,SENGKANG CTRL,106,272A,0,15,Y,0,N,0,0,0,N,106,N,0,0,0,0,0,N,4167
2002,0,JW,N,JURONG WEST ST 24,90,272B,0,16,Y,0,N,0,90,0,N,0,N,0,0,0,0,0,N,4168
2012,0,PG,N,PUNGGOL WALK,88,272B,0,16,Y,0,N,0,30,0,N,58,N,0,0,0,0,0,N,4169
2008,0,SK,N,SENGKANG CTRL,106,272B,0,15,Y,0,N,0,0,0,N,106,N,0,0,0,0,0,N,4170
2002,0,JW,N,JURONG WEST ST 24,90,272C,0,16,Y,0,N,0,44,0,N,46,N,0,0,0,0,0,N,4171
2012,0,PG,N,PUNGGOL WALK,89,272C,0,16,Y,0,N,0,32,0,N,57,N,0,0,0,0,0,N,4172
2008,0,SK,N,SENGKANG CTRL,106,272C,0,15,Y,0,N,0,0,0,N,106,N,0,0,0,0,0,N,4173
2002,0,JW,N,JURONG WEST ST 24,90,272D,0,16,Y,0,N,0,44,0,N,46,N,0,0,0,0,0,N,4174
2012,0,PG,N,PUNGGOL WALK,88,272D,0,16,Y,0,N,0,0,0,N,88,N,0,0,0,0,0,N,4175
2008,0,SK,N,SENGKANG CTRL,106,272D,0,15,Y,0,N,0,0,0,N,106,N,0,0,0,0,0,N,4176
1987,0,BP,N,BANGKIT RD,100,273,12,12,Y,0,N,0,40,0,N,48,N,0,0,0,0,0,N,4177
2011,0,BH,N,BISHAN ST 24,0,273,0,1,N,0,N,0,0,0,N,0,N,0,0,0,0,0,N,4178
1985,0,BB,N,BT BATOK EAST AVE 4,0,273,0,2,N,0,N,0,0,0,Y,0,N,0,0,0,0,0,N,4179
1992,0,CCK,N,CHOA CHU KANG AVE 2,52,273,52,14,Y,0,N,0,0,0,N,0,Y,0,0,0,0,0,N,4180
2007,0,SK,N,COMPASSVALE LINK,0,273,0,1,N,0,N,0,0,0,N,0,N,0,0,0,0,0,N,4181
1999,0,JW,Y,JURONG WEST AVE 3,0,273,0,5,N,0,N,0,0,0,N,0,N,0,0,0,0,0,N,4182
1993,0,PRC,N,PASIR RIS ST 21,90,273,0,9,Y,0,N,0,49,0,Y,41,N,0,0,0,0,0,N,4183
2011,0,PG,Y,PUNGGOL PL,0,273,0,2,N,0,N,0,0,0,N,0,N,0,0,0,0,0,N,4184
1983,0,TAP,N,TAMPINES ST 22,120,273,0,11,Y,0,N,0,0,30,N,90,Y,0,0,0,0,0,N,4185
1997,0,JE,N,TOH GUAN RD,76,273,0,10,Y,0,N,0,0,0,N,76,N,0,0,0,0,0,N,4186
1985,0,YS,N,YISHUN ST 22,110,273,0,12,Y,0,N,0,0,66,N,44,N,0,0,0,0,0,N,4187
2011,0,BH,N,BISHAN ST 24,160,273A,0,40,Y,0,N,0,80,0,N,80,N,0,0,0,0,0,N,4188
2007,0,SK,N,COMPASSVALE LINK,56,273A,0,16,Y,0,N,0,0,0,N,56,N,0,0,0,0,0,N,4189
1999,0,JW,N,JURONG WEST AVE 3,98,273A,0,15,Y,0,N,0,70,0,N,28,Y,0,0,0,0,0,N,4190
2011,0,PG,N,PUNGGOL PL,90,273A,0,16,Y,0,N,0,0,0,N,90,N,0,0,0,0,0,N,4191
1993,0,PRC,N,PASIR RIS ST 21,0,273A,0,1,N,0,Y,0,0,0,N,0,N,0,0,0,0,0,N,4192
1997,0,JE,Y,TOH GUAN RD,0,273A,0,5,N,0,N,0,0,0,N,0,N,0,0,0,0,0,N,4193
2011,0,BH,N,BISHAN ST 24,160,273B,0,40,Y,0,N,0,120,0,N,40,N,0,0,0,0,0,N,4194
2007,0,SK,N,COMPASSVALE LINK,56,273B,0,16,Y,0,N,0,0,0,N,56,N,0,0,0,0,0,N,4195
1999,0,JW,N,JURONG WEST AVE 3,115,273B,0,15,Y,0,N,0,70,0,N,45,N,0,0,0,0,0,N,4196
2011,0,PG,N,PUNGGOL PL,93,273B,0,16,Y,0,N,0,47,0,N,46,N,0,0,0,0,0,N,4197
2011,0,BH,N,BISHAN ST 24,0,273C,0,1,N,0,Y,0,0,0,N,0,N,0,0,0,0,0,N,4198
2007,0,SK,N,COMPASSVALE LINK,112,273C,0,16,Y,0,N,0,0,0,N,112,N,0,0,0,0,0,N,4199
2000,0,JW,N,JURONG WEST AVE 3,100,273C,0,15,Y,0,N,0,70,0,N,30,N,0,0,0,0,0,N,4200
2011,0,PG,N,PUNGGOL PL,89,273C,0,16,Y,0,N,0,44,0,Y,45,N,0,0,0,0,0,N,4201
2008,0,SK,N,COMPASSVALE LINK,112,273D,0,16,Y,0,N,0,0,0,N,112,N,0,0,0,0,0,N,4202
1999,0,JW,N,JURONG WEST AVE 3,114,273D,0,15,Y,0,N,0,0,0,N,114,N,0,0,0,0,0,N,4203
2011,0,PG,N,PUNGGOL PL,89,273D,0,16,Y,0,N,0,0,0,N,89,Y,0,0,0,0,0,N,4204
2008,0,SK,N,COMPASSVALE LINK,0,273E,0,1,N,0,Y,0,0,0,N,0,N,0,0,0,0,0,N,4205
1987,0,BP,N,BANGKIT RD,132,274,0,12,Y,0,N,0,0,0,N,132,Y,0,0,0,0,0,N,4206
1985,0,BB,N,BT BATOK EAST AVE 4,26,274,0,4,Y,0,N,0,0,22,Y,4,N,0,0,0,0,0,N,4207
1992,0,CCK,N,CHOA CHU KANG AVE 2,63,274,63,16,Y,0,N,0,0,0,N,0,N,0,0,0,0,0,N,4208
2017,0,SK,N,COMPASSVALE BOW,0,274,0,1,N,0,Y,0,0,0,N,0,N,0,0,0,0,0,N,4209
2000,0,JW,N,JURONG WEST ST 25,0,274,0,1,N,0,Y,0,0,0,N,0,N,0,0,0,0,0,N,4210
1993,0,PRC,N,PASIR RIS ST 21,60,274,0,9,Y,0,N,0,24,0,N,36,N,0,0,0,0,0,N,4211
2011,0,PG,N,PUNGGOL PL,0,274,0,1,N,0,Y,0,0,0,N,0,N,0,0,0,0,0,N,4212
1983,0,TAP,N,TAMPINES ST 22,154,274,0,11,Y,0,N,0,0,73,N,81,N,0,0,0,0,0,N,4213
1997,0,JE,N,TOH GUAN RD,98,274,0,10,Y,0,N,0,0,0,N,98,N,0,0,0,0,0,N,4214
1985,0,YS,N,YISHUN ST 22,132,274,0,12,Y,0,N,0,0,66,Y,66,N,0,0,0,0,0,N,4215
2016,0,SK,N,COMPASSVALE BOW,98,274A,0,18,Y,0,N,0,49,0,N,49,Y,0,0,0,0,0,N,4216
2000,0,JW,N,JURONG WEST AVE 3,84,274A,84,15,Y,0,N,0,0,0,N,0,N,0,0,0,0,0,N,4217
2011,0,PG,N,PUNGGOL PL,90,274A,0,16,Y,0,N,0,0,0,N,90,N,0,0,0,0,0,N,4218
1996,0,JE,Y,TOH GUAN RD,0,274A,0,5,N,0,N,0,0,0,N,0,N,0,0,0,0,0,N,4219
2016,0,SK,N,COMPASSVALE BOW,93,274B,0,17,Y,0,N,0,47,0,N,46,Y,0,0,0,0,0,N,4220
2000,0,JW,N,JURONG WEST ST 25,84,274B,84,15,Y,0,N,0,0,0,N,0,Y,0,0,0,0,0,N,4221
2011,0,PG,N,PUNGGOL PL,93,274B,0,16,Y,0,N,0,46,0,Y,47,N,0,0,0,0,0,N,4222
2016,0,SK,N,COMPASSVALE BOW,100,274C,0,17,Y,0,N,0,0,0,N,31,Y,56,0,13,0,0,N,4223
2000,0,JW,N,JURONG WEST ST 25,84,274C,84,15,Y,0,N,0,0,0,N,0,N,0,0,0,0,0,N,4224
2011,0,PG,N,PUNGGOL PL,93,274C,0,16,Y,0,N,0,46,0,N,47,N,0,0,0,0,0,N,4225
2017,0,SK,N,COMPASSVALE BOW,0,274D,0,1,N,0,N,0,0,0,Y,0,N,0,0,0,0,0,N,4226
2000,0,JW,N,JURONG WEST AVE 3,112,274D,0,15,Y,0,N,0,70,0,N,42,Y,0,0,0,0,0,N,4227
2011,0,PG,N,PUNGGOL PL,92,274D,0,16,Y,0,N,0,0,0,N,92,N,0,0,0,0,0,N,4228
1987,0,BP,N,BANGKIT RD,132,275,0,12,Y,0,N,0,0,0,N,132,Y,0,0,0,0,0,N,4229
2011,0,BH,Y,BISHAN ST 24,0,275,0,3,N,0,N,0,0,0,N,0,N,0,0,0,0,0,N,4230
1985,0,BB,N,BT BATOK EAST AVE 4,16,275,0,4,Y,0,N,0,0,12,Y,4,N,0,0,0,0,0,N,4231
1992,0,CCK,N,CHOA CHU KANG AVE 2,48,275,48,14,Y,0,N,0,0,0,N,0,N,0,0,0,0,0,N,4232
2007,0,SK,N,COMPASSVALE LINK,0,275,0,1,N,0,N,0,0,0,N,0,N,0,0,0,0,0,N,4233
2000,0,JW,N,JURONG WEST ST 25,0,275,0,1,N,0,Y,0,0,0,N,0,N,0,0,0,0,0,N,4234
1993,0,PRC,N,PASIR RIS ST 21,50,275,0,9,Y,0,N,0,24,0,Y,26,N,0,0,0,0,0,N,4235
1984,0,TAP,N,TAMPINES ST 22,164,275,0,11,Y,0,N,0,0,72,Y,92,N,0,0,0,0,0,N,4236
1997,0,JE,N,TOH GUAN RD,76,275,0,10,Y,0,N,0,0,0,N,76,N,0,0,0,0,0,N,4237
1984,0,YS,N,YISHUN ST 22,114,275,0,12,Y,0,N,0,0,0,N,114,N,0,0,0,0,0,N,4238
2011,0,BH,N,BISHAN ST 24,160,275A,0,40,Y,0,N,0,120,0,N,40,N,0,0,0,0,0,N,4239
2007,0,SK,N,COMPASSVALE LINK,112,275A,0,15,Y,0,N,0,0,0,N,112,Y,0,0,0,0,0,N,4240
2000,0,JW,N,JURONG WEST ST 25,98,275A,0,15,Y,0,N,0,70,0,N,28,Y,0,0,0,0,0,N,4241
2011,0,BH,N,BISHAN ST 24,0,275B,0,1,N,0,Y,0,0,0,N,0,N,0,0,0,0,0,N,4242
2007,0,SK,N,COMPASSVALE LINK,110,275B,0,15,Y,0,N,0,0,0,N,110,N,0,0,0,0,0,N,4243
2000,0,JW,N,JURONG WEST ST 25,115,275B,0,15,Y,0,N,0,70,0,N,45,N,0,0,0,0,0,N,4244
2007,0,SK,N,COMPASSVALE LINK,103,275C,0,15,Y,0,N,0,0,0,N,103,N,0,0,0,0,0,N,4245
2000,0,JW,N,JURONG WEST ST 25,115,275C,0,15,Y,0,N,0,70,0,N,45,N,0,0,0,0,0,N,4246
2007,0,SK,N,COMPASSVALE LINK,104,275D,0,15,Y,0,N,0,0,0,Y,104,N,0,0,0,0,0,N,4247
2000,0,JW,N,JURONG WEST ST 25,98,275D,0,15,Y,0,N,0,70,0,N,28,N,0,0,0,0,0,N,4248
1988,0,BP,N,BANGKIT RD,104,276,16,12,Y,0,N,0,40,0,N,48,N,0,0,0,0,0,N,4249
1985,0,BB,N,BT BATOK EAST AVE 4,0,276,0,2,N,0,N,0,0,0,Y,0,N,0,0,0,0,0,N,4250
1992,0,CCK,N,CHOA CHU KANG AVE 2,84,276,0,15,Y,0,N,0,63,0,N,21,Y,0,0,0,0,0,N,4251
2008,0,SK,N,COMPASSVALE LINK,0,276,0,1,N,0,Y,0,0,0,N,0,N,0,0,0,0,0,N,4252
2000,0,JW,Y,JURONG WEST ST 25,0,276,0,5,N,0,N,0,0,0,Y,0,N,0,0,0,0,0,N,4253
1984,0,TAP,N,TAMPINES ST 22,112,276,0,10,Y,0,N,0,0,75,N,37,N,0,0,0,0,0,N,4254
1997,0,JE,N,TOH GUAN RD,111,276,0,21,Y,0,N,0,74,0,N,37,N,0,0,0,0,0,N,4255
1984,0,YS,N,YISHUN ST 22,136,276,0,12,Y,0,N,0,0,0,N,136,N,0,0,0,0,0,N,4256
1993,0,CCK,Y,CHOA CHU KANG AVE 2,0,276A,0,5,N,0,N,0,0,0,N,0,N,0,0,0,0,0,N,4257
2000,0,JW,N,JURONG WEST ST 25,114,276A,0,15,Y,0,N,0,0,0,N,114,N,0,0,0,0,0,N,4258
2000,0,JW,N,JURONG WEST AVE 3,115,276B,0,15,Y,0,N,0,70,0,N,45,N,0,0,0,0,0,N,4259
2000,0,JW,N,JURONG WEST ST 25,115,276C,0,15,Y,0,N,0,70,0,N,45,N,0,0,0,0,0,N,4260
2000,0,JW,N,JURONG WEST ST 25,98,276D,0,15,Y,0,N,0,70,0,N,28,Y,0,0,0,0,0,N,4261
1988,0,BP,N,BANGKIT RD,105,277,0,13,Y,0,N,0,30,0,N,75,N,0,0,0,0,0,N,4262
1986,0,BB,N,BT BATOK EAST AVE 3,0,277,0,2,N,0,N,0,0,0,Y,0,N,0,0,0,0,0,N,4263
1992,0,CCK,N,CHOA CHU KANG AVE 2,70,277,0,15,Y,0,N,0,56,0,N,14,N,0,0,0,0,0,N,4264
2007,0,SK,N,COMPASSVALE LINK,0,277,0,1,N,0,N,0,0,0,N,0,N,0,0,0,0,0,N,4265
1983,0,TAP,N,TAMPINES ST 22,150,277,0,10,Y,0,N,0,0,67,Y,83,N,0,0,0,0,0,N,4266
1997,0,JE,N,TOH GUAN RD,111,277,0,21,Y,0,N,0,74,0,N,37,N,0,0,0,0,0,N,4267
1985,0,YS,N,YISHUN ST 22,70,277,70,11,Y,0,N,0,0,0,N,0,Y,0,0,0,0,0,N,4268
2008,0,SK,N,COMPASSVALE LINK,110,277A,0,15,Y,0,N,0,0,0,N,110,N,0,0,0,0,0,N,4269
2007,0,SK,N,COMPASSVALE LINK,112,277B,0,15,Y,0,N,0,0,0,N,112,Y,0,0,0,0,0,N,4270
2007,0,SK,N,COMPASSVALE LINK,104,277C,0,15,Y,0,N,0,0,0,Y,104,N,0,0,0,0,0,N,4271
2008,0,SK,N,COMPASSVALE LINK,107,277D,0,15,Y,0,N,0,0,0,N,107,N,0,0,0,0,0,N,4272
1991,0,BH,N,BISHAN ST 24,76,278,8,21,Y,0,N,0,0,0,N,68,N,0,0,0,0,0,N,4273
1986,0,BB,N,BT BATOK EAST AVE 3,26,278,0,4,Y,0,N,0,0,22,Y,4,N,0,0,0,0,0,N,4274
1990,0,CCK,N,CHOA CHU KANG AVE 3,24,278,0,4,Y,0,N,0,3,0,N,21,N,0,0,0,0,0,N,4275
2015,0,SK,Y,COMPASSVALE BOW,0,278,0,7,N,0,N,0,0,0,N,0,N,0,0,0,0,0,N,4276
1983,0,TAP,N,TAMPINES ST 22,93,278,0,10,Y,0,N,0,80,0,N,13,N,0,0,0,0,0,N,4277
1997,0,JE,N,TOH GUAN RD,111,278,0,21,Y,0,N,0,74,0,N,37,N,0,0,0,0,0,N,4278
1984,0,YS,N,YISHUN ST 22,136,278,0,12,Y,0,N,0,0,0,Y,136,N,0,0,0,0,0,N,4279
2016,0,SK,N,COMPASSVALE BOW,114,278A,0,18,Y,0,N,0,64,0,Y,50,N,0,0,0,0,0,N,4280
2016,0,SK,N,COMPASSVALE BOW,93,278B,0,17,Y,0,N,0,47,0,Y,46,N,0,0,0,0,0,N,4281
2016,0,SK,N,COMPASSVALE BOW,100,278C,0,17,Y,0,N,0,0,0,N,31,N,54,0,15,0,0,N,4282
2017,0,SK,N,COMPASSVALE BOW,0,278D,0,1,N,0,N,0,0,0,Y,0,N,0,0,0,0,0,N,4283
1991,0,BH,N,BISHAN ST 24,0,279,0,2,N,0,N,0,0,0,Y,0,N,0,0,0,0,0,N,4284
1986,0,BB,N,BT BATOK EAST AVE 3,0,279,0,2,N,0,N,0,0,0,Y,0,N,0,0,0,0,0,N,4285
1990,0,CCK,N,CHOA CHU KANG AVE 3,20,279,0,4,Y,0,N,0,3,0,N,17,N,0,0,0,0,0,N,4286
2014,0,SK,Y,SENGKANG EAST AVE,0,279,0,6,N,0,N,0,0,0,Y,0,N,0,0,0,0,0,N,4287
1984,0,TAP,N,TAMPINES ST 22,108,279,0,10,Y,0,N,0,92,0,N,16,N,0,0,0,0,0,N,4288
1997,0,JE,N,TOH GUAN RD,111,279,0,21,Y,0,N,0,74,0,N,37,N,0,0,0,0,0,N,4289
1984,0,YS,N,YISHUN ST 22,114,279,0,12,Y,0,N,0,0,0,N,114,N,0,0,0,0,0,N,4290
2014,0,SK,N,SENGKANG EAST AVE,168,279A,0,15,Y,0,N,0,0,28,N,0,N,120,0,20,0,0,N,4291
2014,0,SK,N,SENGKANG EAST AVE,84,279B,0,15,Y,0,N,0,56,0,N,28,Y,0,0,0,0,0,N,4292
2014,0,SK,N,SENGKANG EAST AVE,140,279C,0,15,Y,0,N,0,0,56,N,0,Y,77,0,7,0,0,N,4293
1995,0,GL,N,BALAM RD,89,28,0,19,Y,0,N,0,36,0,N,53,N,0,0,0,0,0,N,4294
1971,0,KWN,N,BENDEMEER RD,91,28,0,24,Y,0,N,0,1,67,N,23,N,0,0,0,0,0,N,4295
1997,0,GL,N,CASSIA CRES,155,28,0,19,Y,0,N,0,54,0,N,101,N,0,0,0,0,0,N,4296
2007,0,QT,Y,DOVER CRES,0,28,0,9,N,0,N,0,0,0,Y,0,N,0,0,0,0,0,N,4297
2011,0,QT,N,GHIM MOH LINK,308,28,0,40,Y,0,N,0,75,0,N,233,N,0,0,0,0,0,N,4298
1967,0,BM,N,HOY FATT RD,148,28,0,16,Y,0,N,0,0,117,Y,2,N,0,1,28,0,0,N,4299
1963,0,BM,N,JLN KLINIK,173,28,0,10,Y,0,N,0,0,128,N,7,N,0,1,37,0,0,N,4300
1967,0,BM,N,JLN BT MERAH,206,28,0,16,Y,0,N,0,0,142,Y,4,N,0,1,58,0,1,N,4301
1963,0,KWN,N,JLN BAHAGIA,119,28,0,10,Y,0,N,0,0,117,N,1,N,0,0,0,0,1,N,4302
1977,0,CT,N,KELANTAN RD,138,28,0,16,Y,0,N,0,3,135,Y,0,N,0,0,0,0,0,N,4303
1976,0,WL,N,MARSILING DR,120,28,0,13,Y,0,N,0,0,0,N,120,N,0,0,0,0,0,N,4304
1974,0,MP,N,MARINE CRES,96,28,0,25,Y,0,N,0,96,0,N,0,N,0,0,0,0,0,N,4305
1976,0,BD,N,NEW UPP CHANGI RD,231,28,0,14,Y,0,N,0,3,228,N,0,Y,0,0,0,0,0,N,4306
1962,0,QT,N,TANGLIN HALT RD,107,28,0,10,Y,0,N,0,0,74,N,7,N,0,2,23,0,1,N,4307
1975,0,BM,N,TELOK BLANGAH RISE,142,28,0,13,Y,0,N,0,2,140,N,0,Y,0,0,0,0,0,N,4308
1949,0,BM,N,TIONG BAHRU RD,12,28,0,4,Y,0,N,0,0,12,Y,0,N,0,0,0,0,0,N,4309
1995,0,GL,Y,BALAM RD,0,28A,0,5,N,0,N,0,0,0,N,0,N,0,0,0,0,0,N,4310
1998,0,BM,Y,BEO CRES,0,28A,0,5,N,0,N,0,0,0,N,0,N,0,0,0,0,0,N,4311
2009,0,QT,N,DOVER CRES,204,28A,0,40,Y,0,N,0,78,0,N,126,N,0,0,0,0,0,N,4312
2003,0,CT,N,KELANTAN RD,0,28A,0,1,N,0,Y,0,0,0,N,0,N,0,0,0,0,0,N,4313
2009,0,QT,N,DOVER CRES,260,28B,0,40,Y,0,N,0,0,78,N,182,N,0,0,0,0,0,N,4314
2005,0,BM,N,HOY FATT RD,0,28B,0,1,N,0,Y,0,0,0,N,0,N,0,0,0,0,0,N,4315
2009,0,QT,N,DOVER CRES,272,28C,1,40,Y,0,N,0,0,76,N,195,Y,0,0,0,0,0,N,4316
2010,0,QT,N,DOVER CRES,206,28D,0,35,Y,0,N,0,68,0,N,138,N,0,0,0,0,0,N,4317
1991,0,BH,N,BISHAN ST 24,0,280,0,2,N,0,N,0,0,0,Y,0,N,0,0,0,0,0,N,4318
1986,0,BB,N,BT BATOK EAST AVE 3,109,280,0,10,Y,0,N,0,0,93,Y,16,N,0,0,0,0,0,N,4319
1990,0,CCK,N,CHOA CHU KANG AVE 3,114,280,0,15,Y,0,N,0,0,0,N,114,Y,0,0,0,0,0,N,4320
2015,0,SK,N,SENGKANG EAST AVE,0,280,0,1,N,0,Y,0,0,0,N,0,N,0,0,0,0,0,N,4321
1983,0,TAP,N,TAMPINES ST 22,87,280,0,10,Y,0,N,0,0,35,Y,52,N,0,0,0,0,0,N,4322
1996,0,JE,N,TOH GUAN RD,95,280,0,16,Y,0,N,0,0,0,N,95,N,0,0,0,0,0,N,4323
1984,0,YS,N,YISHUN ST 22,114,280,0,12,Y,0,N,0,0,0,N,114,N,0,0,0,0,0,N,4324
2014,0,SK,N,SENGKANG EAST AVE,84,280A,0,15,Y,0,N,0,42,0,N,42,N,0,0,0,0,0,N,4325
2014,0,SK,N,SENGKANG EAST AVE,84,280B,0,15,Y,0,N,0,42,0,N,42,N,0,0,0,0,0,N,4326
1991,0,BH,N,BISHAN ST 24,25,281,0,4,Y,0,N,0,0,0,N,25,N,0,0,0,0,0,N,4327
1986,0,BB,N,BT BATOK EAST AVE 3,15,281,0,4,Y,0,N,0,1,10,Y,4,N,0,0,0,0,0,N,4328
1990,0,CCK,N,CHOA CHU KANG AVE 3,78,281,0,14,Y,0,N,0,0,0,N,78,Y,0,0,0,0,0,N,4329
2014,0,SK,Y,SENGKANG EAST AVE,0,281,0,7,N,0,N,0,0,0,N,0,N,0,0,0,0,0,N,4330
1983,0,TAP,N,TAMPINES ST 22,90,281,0,10,Y,0,N,0,0,36,N,54,N,0,0,0,0,0,N,4331
1997,0,JE,N,TOH GUAN RD,111,281,0,21,Y,0,N,0,74,0,N,37,N,0,0,0,0,0,N,4332
1985,0,YS,N,YISHUN ST 22,16,281,16,4,Y,0,N,0,0,0,N,0,N,0,0,0,0,0,N,4333
2014,0,SK,N,SENGKANG EAST AVE,84,281A,0,15,Y,0,N,0,0,56,N,28,N,0,0,0,0,0,N,4334
2014,0,SK,N,SENGKANG EAST AVE,112,281B,0,15,Y,0,N,0,0,0,N,112,Y,0,0,0,0,0,N,4335
1991,0,BH,Y,BISHAN ST 22,0,282,0,4,N,0,N,0,0,0,Y,0,N,0,0,0,0,0,N,4336
1991,0,CCK,N,CHOA CHU KANG AVE 3,84,282,84,13,Y,0,N,0,0,0,N,0,Y,0,0,0,0,0,N,4337
2015,0,SK,N,SENGKANG EAST AVE,0,282,0,1,N,0,Y,0,0,0,N,0,N,0,0,0,0,0,N,4338
1983,0,TAP,N,TAMPINES ST 22,104,282,0,10,Y,0,N,0,0,26,Y,78,N,0,0,0,0,0,N,4339
1997,0,JE,N,TOH GUAN RD,95,282,0,16,Y,0,N,0,0,0,N,95,Y,0,0,0,0,0,N,4340
1985,0,YS,N,YISHUN AVE 6,24,282,0,4,Y,0,N,0,0,16,N,8,N,0,0,0,0,0,N,4341
2014,0,SK,N,SENGKANG EAST AVE,112,282A,0,15,Y,0,N,0,0,0,N,112,N,0,0,0,0,0,N,4342
1997,0,JE,Y,TOH GUAN RD,0,282A,0,5,N,0,N,0,0,0,Y,0,N,0,0,0,0,0,N,4343
2014,0,SK,N,SENGKANG EAST AVE,84,282B,0,15,Y,0,N,0,56,0,N,28,N,0,0,0,0,0,N,4344
2014,0,SK,N,SENGKANG EAST AVE,84,282C,0,15,Y,0,N,0,56,0,N,28,N,0,0,0,0,0,N,4345
1991,0,BH,N,BISHAN ST 22,0,283,0,2,N,0,N,0,0,0,Y,0,N,0,0,0,0,0,N,4346
1986,0,BB,N,BT BATOK EAST AVE 3,106,283,0,10,Y,0,N,0,2,85,Y,19,N,0,0,0,0,0,N,4347
1991,0,CCK,N,CHOA CHU KANG AVE 3,141,283,0,16,Y,0,N,0,0,0,N,141,N,0,0,0,0,0,N,4348
1983,0,TAP,N,TAMPINES ST 22,220,283,0,11,Y,0,N,0,0,80,N,140,N,0,0,0,0,0,N,4349
1997,0,JE,N,TOH GUAN RD,100,283,0,16,Y,0,N,0,0,0,N,100,N,0,0,0,0,0,N,4350
1984,0,YS,N,YISHUN AVE 6,132,283,0,12,Y,0,N,0,0,66,Y,66,N,0,0,0,0,0,N,4351
