year_completed,multigen_sold,bldg_contract_town,multistorey_carpark,street,total_dwelling_units,blk_no,exec_sold,max_floor_lvl,residential,1room_sold,precinct_pavilion,other_room_rental,5room_sold,3room_sold,commercial,4room_sold,miscellaneous,studio_apartment_sold,2room_rental,2room_sold,1room_rental,3room_rental,market_hawker,_id
2014,0,PRC,N,PASIR RIS ST 51,112,527D,0,13,Y,0,N,0,0,55,Y,0,N,0,0,57,0,0,N,8339
1980,0,AMK,N,ANG MO KIO AVE 10,0,528,0,3,N,0,N,0,0,0,Y,0,Y,0,0,0,0,0,N,8340
1979,0,BD,N,BEDOK NTH ST 3,192,528,0,17,Y,0,N,0,0,128,N,64,N,0,0,0,0,0,N,8341
1985,0,BB,N,BT BATOK ST 51,130,528,0,12,Y,0,N,0,2,128,Y,0,N,0,0,0,0,0,N,8342
1993,0,CCK,N,CHOA CHU KANG ST 51,52,528,52,14,Y,0,N,0,0,0,N,0,N,0,0,0,0,0,N,8343
1986,0,HG,N,HOUGANG AVE 6,110,528,0,12,Y,0,N,0,0,66,Y,44,Y,0,0,0,0,0,N,8344
1997,0,BP,N,JELAPANG RD,86,528,86,19,Y,0,N,0,0,0,N,0,Y,0,0,0,0,0,N,8345
1982,0,JW,N,JURONG WEST ST 52,176,528,0,12,Y,0,N,0,0,99,N,77,Y,0,0,0,0,0,N,8346
2015,0,PRC,N,PASIR RIS ST 51,0,528,0,1,N,0,Y,0,0,0,N,0,N,0,0,0,0,0,N,8347
1991,0,SGN,N,SERANGOON NTH AVE 4,41,528,0,4,Y,0,N,0,5,0,N,36,N,0,0,0,0,0,N,8348
1997,0,WL,N,WOODLANDS DR 14,68,528,11,12,Y,0,N,0,22,0,N,35,N,0,0,0,0,0,N,8349
2014,0,PRC,N,PASIR RIS ST 51,141,528A,0,13,Y,0,N,0,0,57,N,0,N,0,0,84,0,0,N,8350
2014,0,PRC,N,PASIR RIS ST 51,69,528B,0,13,Y,0,N,0,23,0,N,46,N,0,0,0,0,0,N,8351
2005,0,KWN,N,GEYLANG BAHRU,0,57A,0,1,N,0,Y,0,0,0,N,0,N,0,0,0,0,0,N,8815
2014,0,PRC,N,PASIR RIS ST 51,68,528C,0,13,Y,0,N,0,22,0,N,46,N,0,0,0,0,0,N,8352
1979,0,AMK,N,ANG MO KIO AVE 10,2,529,0,2,Y,0,N,0,1,1,Y,0,N,0,0,0,0,0,N,8353
1979,0,BD,N,BEDOK NTH ST 3,325,529,6,13,Y,0,N,0,5,290,N,24,Y,0,0,0,0,0,N,8354
1993,0,CCK,N,CHOA CHU KANG ST 51,50,529,50,9,Y,0,N,0,0,0,N,0,N,0,0,0,0,0,N,8355
1986,0,HG,N,HOUGANG AVE 6,110,529,0,12,Y,0,N,0,0,66,Y,44,Y,0,0,0,0,0,N,8356
1997,0,BP,N,JELAPANG RD,79,529,16,17,Y,0,N,0,27,0,N,36,N,0,0,0,0,0,N,8357
1982,0,JW,N,JURONG WEST ST 52,96,529,0,25,Y,0,N,0,96,0,N,0,N,0,0,0,0,0,N,8358
2015,0,PRC,N,PASIR RIS DR 1,0,529,0,1,N,0,Y,0,0,0,N,0,N,0,0,0,0,0,N,8359
1991,0,SGN,N,SERANGOON NTH AVE 4,72,529,0,13,Y,0,N,0,24,0,N,48,N,0,0,0,0,0,N,8360
1997,0,WL,N,WOODLANDS DR 14,68,529,0,12,Y,0,N,0,45,0,N,23,N,0,0,0,0,0,N,8361
1997,0,BP,Y,JELAPANG RD,0,529A,0,5,N,0,N,0,0,0,N,0,N,0,0,0,0,0,N,8362
2013,0,QT,N,C'WEALTH DR,279,53,0,40,Y,0,N,0,39,106,N,134,Y,0,0,0,0,0,N,8363
1980,0,BD,N,CHAI CHEE ST,104,53,0,14,Y,0,N,0,86,0,N,18,N,0,0,0,0,0,N,8364
1973,0,CT,N,CHIN SWEE RD,96,53,0,26,Y,0,N,0,0,0,Y,96,N,0,0,0,0,0,N,8365
1974,0,KWN,N,GEYLANG BAHRU,96,53,0,25,Y,0,N,0,96,0,N,0,N,0,0,0,0,0,N,8366
2011,0,BM,N,HAVELOCK RD,156,53,0,40,Y,0,N,0,39,0,N,117,N,0,0,0,0,0,N,8367
1959,0,KWN,N,JLN MA'MOR,8,53,0,2,Y,0,N,0,0,8,N,0,N,0,0,0,0,0,N,8368
1981,0,KWN,N,KENT RD,36,53,0,4,Y,0,N,0,0,0,N,36,N,0,0,0,0,0,N,8369
1986,0,BM,N,LENGKOK BAHRU,110,53,0,12,Y,0,N,0,40,0,N,70,N,0,0,0,0,0,N,8370
1967,0,TP,N,LOR 5 TOA PAYOH,228,53,0,19,Y,0,N,0,0,227,N,0,N,0,0,0,0,1,N,8371
1974,0,MP,N,MARINE TER,270,53,0,16,Y,0,N,0,0,0,N,0,Y,0,270,0,0,0,N,8372
1976,0,BD,N,NEW UPP CHANGI RD,120,53,0,16,Y,0,N,0,0,0,N,120,N,0,0,0,0,0,N,8373
1985,0,GL,N,PIPIT RD,124,53,124,15,Y,0,N,0,0,0,N,0,Y,0,0,0,0,0,N,8374
1976,0,GL,N,SIMS PL,154,53,0,13,Y,0,N,0,3,151,Y,0,N,0,0,0,0,0,N,8375
1959,0,QT,N,STIRLING RD,6,53,0,2,Y,0,N,0,0,6,N,0,N,0,0,0,0,0,N,8376
2019,0,QT,N,STRATHMORE AVE,247,53,0,43,Y,0,N,0,0,123,N,82,N,0,0,42,0,0,N,8377
1985,0,JE,N,TEBAN GDNS RD,120,53,0,13,Y,0,N,0,42,0,N,78,N,0,0,0,0,0,N,8378
1977,0,BM,N,TELOK BLANGAH DR,76,53,0,20,Y,0,N,0,76,0,Y,0,N,0,0,0,0,0,N,8379
2004,0,QT,Y,STRATHMORE AVE,0,53A,0,5,N,0,N,0,0,0,N,0,Y,0,0,0,0,0,N,8380
2020,0,QT,N,STRATHMORE AVE,0,53B,0,2,N,0,N,0,0,0,Y,0,Y,0,0,0,0,0,N,8381
2020,0,QT,N,STRATHMORE AVE,0,53C,0,1,N,0,Y,0,0,0,N,0,N,0,0,0,0,0,N,8382
1979,0,AMK,N,ANG MO KIO AVE 10,3,530,0,2,Y,0,N,0,0,3,Y,0,N,0,0,0,0,0,N,8383
1979,0,BD,N,BEDOK NTH ST 3,260,530,2,13,Y,0,N,0,2,232,Y,24,N,0,0,0,0,0,N,8384
1986,0,BB,N,BT BATOK ST 51,40,530,0,4,Y,0,N,0,0,24,N,16,N,0,0,0,0,0,N,8385
1993,0,CCK,N,CHOA CHU KANG ST 51,44,530,44,12,Y,0,N,0,0,0,Y,0,N,0,0,0,0,0,N,8386
1986,0,HG,N,HOUGANG AVE 6,16,530,0,4,Y,0,N,0,0,8,N,8,N,0,0,0,0,0,N,8387
1997,0,BP,N,JELAPANG RD,120,530,44,23,Y,0,N,0,22,0,N,54,N,0,0,0,0,0,N,8388
1981,0,JW,N,JURONG WEST ST 52,132,530,0,12,Y,0,N,0,0,110,N,22,N,0,0,0,0,0,N,8389
2002,0,TP,N,LOR 6 TOA PAYOH,0,530,0,5,N,0,N,0,0,0,Y,0,Y,0,0,0,0,0,N,8390
2015,0,PRC,Y,PASIR RIS DR 1,0,530,0,8,N,0,N,0,0,0,N,0,N,0,0,0,0,0,N,8391
1990,0,SGN,N,SERANGOON NTH AVE 4,77,530,0,12,Y,0,N,0,22,0,N,55,N,0,0,0,0,0,N,8392
1997,0,WL,N,WOODLANDS DR 14,68,530,11,12,Y,0,N,0,33,0,N,24,N,0,0,0,0,0,N,8393
2014,0,JW,N,JURONG WEST AVE 1,190,530A,0,15,Y,0,Y,0,0,0,N,0,Y,148,0,42,0,0,N,8394
2015,0,PRC,N,PASIR RIS DR 1,127,530A,0,13,Y,0,N,0,26,25,N,76,N,0,0,0,0,0,N,8395
2015,0,PRC,N,PASIR RIS DR 1,79,530B,0,14,Y,0,N,0,14,27,N,38,N,0,0,0,0,0,N,8396
2015,0,PRC,N,PASIR RIS DR 1,136,530C,0,13,Y,0,N,0,25,26,Y,85,N,0,0,0,0,0,N,8397
2015,0,PRC,N,PASIR RIS DR 1,105,530D,0,14,Y,0,N,0,42,25,N,38,N,0,0,0,0,0,N,8398
1979,0,AMK,N,ANG MO KIO AVE 10,2,531,0,2,Y,0,N,0,1,1,Y,0,N,0,0,0,0,0,N,8399
1978,0,BD,N,BEDOK NTH ST 3,31,531,0,4,Y,0,N,0,0,25,Y,6,N,0,0,0,0,0,N,8400
1986,0,BB,N,BT BATOK ST 51,80,531,0,9,Y,0,N,0,36,0,Y,44,Y,0,0,0,0,0,N,8401
1993,0,CCK,N,CHOA CHU KANG ST 51,52,531,52,14,Y,0,N,0,0,0,N,0,N,0,0,0,0,0,N,8402
1986,0,HG,N,HOUGANG AVE 6,94,531,0,10,Y,0,N,0,32,0,N,62,N,0,0,0,0,0,N,8403
1997,0,BP,N,JELAPANG RD,79,531,16,17,Y,0,N,0,27,0,N,36,N,0,0,0,0,0,N,8404
1982,0,JW,N,JURONG WEST ST 52,131,531,0,12,Y,0,N,0,1,75,N,55,N,0,0,0,0,0,N,8405
1992,0,PRC,N,PASIR RIS DR 1,63,531,63,8,Y,0,N,0,0,0,N,0,N,0,0,0,0,0,N,8406
1990,0,SGN,N,SERANGOON NTH AVE 4,72,531,0,9,Y,0,N,0,16,0,N,56,N,0,0,0,0,0,N,8407
1978,0,CT,N,UPP CROSS ST,0,531,0,4,N,0,N,0,0,0,Y,0,Y,0,0,0,0,0,N,8408
1997,0,WL,N,WOODLANDS DR 14,66,531,10,12,Y,0,N,0,21,0,N,35,N,0,0,0,0,0,N,8409
1978,0,CT,N,UPP CROSS ST,0,531A,0,4,N,0,N,0,0,0,Y,0,N,0,0,0,0,0,Y,8410
1979,0,AMK,N,ANG MO KIO AVE 10,3,532,0,2,Y,0,N,0,0,3,Y,0,N,0,0,0,0,0,N,8411
1979,0,BD,N,BEDOK NTH ST 3,190,532,0,17,Y,0,N,0,2,124,N,64,N,0,0,0,0,0,N,8412
1986,0,BB,N,BT BATOK ST 51,90,532,0,16,Y,0,N,0,30,0,N,60,N,0,0,0,0,0,N,8413
1995,0,CCK,N,CHOA CHU KANG ST 51,0,532,0,1,N,0,N,0,0,0,Y,0,N,0,0,0,0,0,Y,8414
1986,0,HG,N,HOUGANG AVE 6,94,532,0,10,Y,0,N,0,32,0,N,62,N,0,0,0,0,0,N,8415
1997,0,BP,N,JELAPANG RD,108,532,108,23,Y,0,N,0,0,0,N,0,Y,0,0,0,0,0,N,8416
1982,0,JW,N,JURONG WEST ST 52,96,532,0,25,Y,0,N,0,96,0,Y,0,N,0,0,0,0,0,N,8417
1992,0,PRC,N,PASIR RIS DR 1,48,532,48,13,Y,0,N,0,0,0,N,0,N,0,0,0,0,0,N,8418
1990,0,SGN,N,SERANGOON NTH AVE 4,80,532,0,9,Y,0,N,0,16,0,N,64,Y,0,0,0,0,0,N,8419
1980,0,CT,N,UPP CROSS ST,118,532,0,20,Y,0,N,0,2,116,N,0,N,0,0,0,0,0,N,8420
1997,0,WL,N,WOODLANDS DR 14,66,532,10,12,Y,0,N,0,21,0,N,35,N,0,0,0,0,0,N,8421
1979,0,AMK,N,ANG MO KIO AVE 5,151,533,3,12,Y,0,N,0,0,126,N,22,Y,0,0,0,0,0,N,8422
1979,0,BD,N,BEDOK NTH ST 3,256,533,4,13,Y,0,N,0,4,224,Y,24,N,0,0,0,0,0,N,8423
1998,0,BP,N,BT PANJANG RING RD,121,533,0,24,Y,0,N,0,65,0,N,56,N,0,0,0,0,0,N,8424
1985,0,BB,N,BT BATOK ST 51,100,533,0,12,Y,0,N,0,10,90,N,0,N,0,0,0,0,0,N,8425
1995,0,CCK,N,CHOA CHU KANG ST 51,0,533,0,2,N,0,N,0,0,0,Y,0,N,0,0,0,0,0,N,8426
1987,0,HG,N,HOUGANG AVE 6,120,533,120,13,Y,0,N,0,0,0,N,0,N,0,0,0,0,0,N,8427
1982,0,JW,N,JURONG WEST ST 52,96,533,0,25,Y,0,N,0,96,0,N,0,N,0,0,0,0,0,N,8428
1992,0,PRC,N,PASIR RIS DR 1,48,533,48,13,Y,0,N,0,0,0,N,0,N,0,0,0,0,0,N,8429
1990,0,SGN,N,SERANGOON NTH AVE 4,88,533,0,12,Y,0,N,0,40,0,Y,48,N,0,0,0,0,0,N,8430
1979,0,CT,N,UPP CROSS ST,127,533,0,18,Y,0,N,0,3,124,N,0,Y,0,0,0,0,0,N,8431
1997,0,WL,N,WOODLANDS DR 14,68,533,11,12,Y,0,N,0,33,0,N,24,N,0,0,0,0,0,N,8432
1997,0,BP,Y,BT PANJANG RING RD,0,533A,0,3,N,0,N,0,0,0,N,0,N,0,0,0,0,0,N,8433
1995,0,CCK,Y,CHOA CHU KANG ST 51,0,533A,0,4,N,0,N,0,0,0,N,0,Y,0,0,0,0,0,N,8434
1978,0,CT,Y,UPP CROSS ST,0,533A,0,6,N,0,N,0,0,0,N,0,N,0,0,0,0,0,N,8435
1979,0,AMK,N,ANG MO KIO AVE 10,218,534,1,12,Y,0,N,0,1,191,N,22,N,0,0,0,0,3,N,8436
1980,0,BD,N,BEDOK NTH ST 3,352,534,0,13,Y,0,N,0,5,228,N,3,Y,0,3,113,0,0,N,8437
1985,0,BB,N,BT BATOK ST 51,125,534,0,12,Y,0,N,0,7,118,N,0,N,0,0,0,0,0,N,8438
1995,0,CCK,N,CHOA CHU KANG ST 51,0,534,0,1,N,0,N,0,0,0,N,0,N,0,0,0,0,0,N,8439
1990,0,HG,N,HOUGANG ST 52,90,534,0,10,Y,0,N,0,0,0,Y,90,N,0,0,0,0,0,N,8440
1997,0,BP,N,JELAPANG RD,103,534,0,21,Y,0,N,0,61,0,N,42,N,0,0,0,0,0,N,8441
1981,0,JW,N,JURONG WEST ST 52,129,534,1,14,Y,0,N,0,0,102,N,26,N,0,0,0,0,0,N,8442
1992,0,PRC,N,PASIR RIS DR 1,73,534,73,13,Y,0,N,0,0,0,N,0,Y,0,0,0,0,0,N,8443
2000,0,SB,N,MONTREAL DR,109,588C,0,14,Y,0,N,0,109,0,N,0,Y,0,0,0,0,0,N,8941
1990,0,SGN,N,SERANGOON NTH AVE 4,88,534,0,12,Y,0,N,0,40,0,Y,48,N,0,0,0,0,0,N,8444
1997,0,WL,N,WOODLANDS DR 14,68,534,0,12,Y,0,N,0,45,0,N,23,N,0,0,0,0,0,N,8445
1979,0,AMK,N,ANG MO KIO AVE 5,150,535,2,12,Y,0,N,0,2,124,N,22,N,0,0,0,0,0,N,8446
1980,0,BD,N,BEDOK NTH ST 3,167,535,0,13,Y,0,N,0,0,119,N,1,N,0,3,44,0,0,N,8447
1986,0,BB,N,BT BATOK ST 52,80,535,80,9,Y,0,N,0,0,0,N,0,Y,0,0,0,0,0,N,8448
1998,0,BP,N,BT PANJANG RING RD,121,535,0,24,Y,0,N,0,65,0,N,56,N,0,0,0,0,0,N,8449
2010,0,CCK,N,CHOA CHU KANG ST 51,130,535,0,14,Y,0,N,0,0,52,N,0,N,0,0,78,0,0,N,8450
1989,0,HG,N,HOUGANG ST 52,102,535,0,10,Y,0,N,0,0,0,Y,102,Y,0,0,0,0,0,N,8451
1982,0,JW,N,JURONG WEST ST 52,132,535,0,12,Y,0,N,0,0,99,Y,33,Y,0,0,0,0,0,N,8452
1991,0,PRC,N,PASIR RIS DR 1,48,535,48,13,Y,0,N,0,0,0,N,0,N,0,0,0,0,0,N,8453
1991,0,SGN,N,SERANGOON NTH AVE 4,80,535,80,13,Y,0,N,0,0,0,N,0,Y,0,0,0,0,0,N,8454
1979,0,CT,N,UPP CROSS ST,116,535,0,20,Y,0,N,0,4,112,N,0,Y,0,0,0,0,0,N,8455
1998,0,WL,N,WOODLANDS DR 14,68,535,11,12,Y,0,N,0,22,0,N,35,N,0,0,0,0,0,N,8456
1992,0,SGN,N,SERANGOON NTH AVE 4,72,535A,0,13,Y,0,N,0,24,0,N,48,N,0,0,0,0,0,N,8457
1979,0,AMK,N,ANG MO KIO AVE 10,151,536,1,12,Y,0,N,0,2,126,N,22,N,0,0,0,0,0,N,8458
1979,0,BD,N,BEDOK NTH ST 3,191,536,0,17,Y,0,N,0,1,125,N,64,N,0,0,0,0,1,N,8459
1985,0,BB,N,BT BATOK ST 52,132,536,0,12,Y,0,N,0,0,66,N,66,Y,0,0,0,0,0,N,8460
2010,0,CCK,N,CHOA CHU KANG ST 51,169,536,0,14,Y,0,N,0,0,0,N,0,Y,0,78,0,91,0,N,8461
1989,0,HG,N,HOUGANG ST 52,66,536,0,10,Y,0,N,0,0,0,Y,66,N,0,0,0,0,0,N,8462
1997,0,BP,N,JELAPANG RD,123,536,0,25,Y,0,N,0,73,0,N,50,N,0,0,0,0,0,N,8463
1982,0,JW,N,JURONG WEST ST 52,166,536,0,13,Y,0,N,0,2,92,N,72,Y,0,0,0,0,0,N,8464
1991,0,PRC,N,PASIR RIS DR 1,48,536,48,13,Y,0,N,0,0,0,N,0,N,0,0,0,0,0,N,8465
1990,0,SGN,N,SERANGOON NTH AVE 4,81,536,0,10,Y,0,N,0,18,0,N,63,Y,0,0,0,0,0,N,8466
1978,0,CT,N,UPP CROSS ST,122,536,0,18,Y,0,N,0,8,113,N,0,Y,0,0,0,0,1,N,8467
1998,0,WL,N,WOODLANDS DR 14,68,536,11,12,Y,0,N,0,22,0,N,35,N,0,0,0,0,0,N,8468
1997,0,WL,Y,WOODLANDS DR 14,0,536A,0,6,N,0,Y,0,0,0,N,0,N,0,0,0,0,0,N,8469
1979,0,AMK,N,ANG MO KIO AVE 5,110,537,0,12,Y,0,N,0,0,0,N,110,N,0,0,0,0,0,N,8470
1979,0,BD,N,BEDOK NTH ST 3,82,537,0,4,Y,0,N,0,0,82,Y,0,N,0,0,0,0,0,N,8471
1998,0,BP,N,BT PANJANG RING RD,121,537,0,24,Y,0,N,0,65,0,N,56,Y,0,0,0,0,0,N,8472
1985,0,BB,N,BT BATOK ST 52,110,537,0,12,Y,0,N,0,0,66,Y,44,N,0,0,0,0,0,N,8473
2010,0,CCK,N,CHOA CHU KANG ST 51,169,537,0,14,Y,0,N,0,0,0,N,0,N,0,78,0,91,0,N,8474
1990,0,HG,N,HOUGANG ST 52,69,537,0,18,Y,0,N,0,0,0,Y,69,Y,0,0,0,0,0,N,8475
1984,0,JW,N,JURONG WEST AVE 1,90,537,0,8,Y,0,N,0,0,1,N,89,N,0,0,0,0,0,N,8476
1992,0,PRC,N,PASIR RIS ST 51,64,537,64,13,Y,0,N,0,0,0,N,0,N,0,0,0,0,0,N,8477
1991,0,SGN,N,SERANGOON NTH AVE 4,88,537,88,13,Y,0,N,0,0,0,N,0,N,0,0,0,0,0,N,8478
1998,0,WL,N,WOODLANDS DR 16,100,537,0,11,Y,0,N,0,60,0,N,40,N,0,0,0,0,0,N,8479
1998,0,BP,Y,BT PANJANG RING RD,0,537A,0,3,N,0,N,0,0,0,N,0,N,0,0,0,0,0,N,8480
1979,0,AMK,N,ANG MO KIO AVE 5,215,538,0,10,Y,0,N,0,1,189,Y,18,N,0,0,0,0,7,N,8481
2011,0,BD,N,BEDOK NTH ST 3,0,538,0,1,N,0,N,0,0,0,N,0,N,0,0,0,0,0,Y,8482
1990,0,HG,N,HOUGANG ST 52,66,538,66,13,Y,0,N,0,0,0,Y,0,N,0,0,0,0,0,N,8483
1997,0,BP,N,JELAPANG RD,123,538,0,25,Y,0,N,0,73,0,N,50,N,0,0,0,0,0,N,8484
1984,0,JW,N,JURONG WEST AVE 1,90,538,0,8,Y,0,N,0,0,1,N,89,N,0,0,0,0,0,N,8485
1992,0,PRC,N,PASIR RIS ST 51,48,538,48,13,Y,0,N,0,0,0,N,0,N,0,0,0,0,0,N,8486
1990,0,SGN,N,SERANGOON NTH AVE 4,80,538,0,9,Y,0,N,0,16,0,N,64,N,0,0,0,0,0,N,8487
1978,0,CT,N,UPP CROSS ST,126,538,0,18,Y,0,N,0,4,122,N,0,Y,0,0,0,0,0,N,8488
1998,0,WL,N,WOODLANDS DR 16,100,538,0,11,Y,0,N,0,60,0,N,40,N,0,0,0,0,0,N,8489
1980,0,BD,N,BEDOK NTH ST 3,0,538A,0,1,N,0,N,0,0,0,Y,0,N,0,0,0,0,0,N,8490
1980,0,BD,N,BEDOK NTH ST 3,0,538B,0,1,N,0,N,0,0,0,Y,0,N,0,0,0,0,0,N,8491
1980,0,BD,N,BEDOK NTH ST 3,0,538C,0,1,N,0,N,0,0,0,Y,0,N,0,0,0,0,0,N,8492
1979,0,AMK,N,ANG MO KIO AVE 10,96,539,0,25,Y,0,N,0,96,0,N,0,N,0,0,0,0,0,N,8493
1979,0,BD,N,BEDOK NTH ST 3,85,539,0,4,Y,0,N,0,0,84,Y,0,N,0,0,0,0,1,N,8494
1985,0,BB,N,BT BATOK ST 52,110,539,0,12,Y,0,N,0,0,66,Y,44,N,0,0,0,0,0,N,8495
1998,0,BP,N,BT PANJANG RING RD,119,539,0,24,Y,0,N,0,63,0,N,56,N,0,0,0,0,0,N,8496
1990,0,HG,N,HOUGANG ST 52,60,539,60,13,Y,0,N,0,0,0,Y,0,Y,0,0,0,0,0,N,8497
1984,0,JW,N,JURONG WEST AVE 1,88,539,0,12,Y,0,N,0,76,0,Y,12,Y,0,0,0,0,0,N,8498
1992,0,PRC,N,PASIR RIS ST 51,4,539,4,4,Y,0,N,0,0,0,N,0,N,0,0,0,0,0,N,8499
1991,0,SGN,N,SERANGOON NTH AVE 4,88,539,88,9,Y,0,N,0,0,0,N,0,N,0,0,0,0,0,N,8500
1998,0,WL,N,WOODLANDS DR 16,122,539,0,11,Y,0,N,0,80,0,N,42,Y,0,0,0,0,0,N,8501
1980,0,BD,N,BEDOK NTH ST 3,0,539A,0,2,N,0,N,0,0,0,Y,0,N,0,0,0,0,0,N,8502
2013,0,QT,Y,C'WEALTH DR,0,54,0,6,N,0,N,0,0,0,N,0,Y,0,0,0,0,0,N,8503
1982,0,GL,N,CASSIA CRES,168,54,0,13,Y,0,N,0,0,72,N,96,Y,0,0,0,0,0,N,8504
1980,0,BD,N,CHAI CHEE ST,254,54,1,16,Y,0,N,0,0,178,Y,75,N,0,0,0,0,0,N,8505
1973,0,CT,Y,CHIN SWEE RD,0,54,0,7,N,0,N,0,0,0,Y,0,N,0,0,0,0,0,N,8506
1974,0,KWN,N,GEYLANG BAHRU,96,54,0,25,Y,0,N,0,96,0,N,0,N,0,0,0,0,0,N,8507
2011,0,BM,N,HAVELOCK RD,175,54,0,36,Y,0,N,0,0,70,N,105,N,0,0,0,0,0,N,8508
1959,0,KWN,N,JLN MA'MOR,10,54,0,2,Y,0,N,0,0,10,N,0,N,0,0,0,0,0,N,8509
1981,0,KWN,N,KENT RD,96,54,0,25,Y,0,N,0,96,0,N,0,N,0,0,0,0,0,N,8510
1986,0,BM,N,LENGKOK BAHRU,32,54,0,4,Y,0,N,0,12,0,N,20,N,0,0,0,0,0,N,8511
1967,0,TP,N,LOR 5 TOA PAYOH,176,54,0,12,Y,0,N,0,0,0,N,0,Y,0,117,59,0,0,N,8512
1974,0,MP,N,MARINE TER,150,54,0,16,Y,0,N,0,0,0,N,150,Y,0,0,0,0,0,N,8513
1976,0,BD,N,NEW UPP CHANGI RD,96,54,0,25,Y,0,N,0,96,0,N,0,N,0,0,0,0,0,N,8514
1984,0,GL,N,PIPIT RD,222,54,0,16,Y,0,N,0,0,0,Y,222,Y,0,0,0,0,0,N,8515
1986,0,JE,N,TEBAN GDNS RD,31,54,0,4,Y,0,N,0,0,18,Y,13,N,0,0,0,0,0,N,8516
1977,0,BM,N,TELOK BLANGAH DR,142,54,0,13,Y,0,N,0,2,116,N,24,N,0,0,0,0,0,N,8517
2012,0,BM,N,HAVELOCK RD,0,54A,0,1,N,0,Y,0,0,0,N,0,N,0,0,0,0,0,N,8518
1980,0,AMK,N,ANG MO KIO AVE 10,192,540,4,12,Y,0,N,0,2,153,N,33,N,0,0,0,0,0,N,8519
1979,0,BD,N,BEDOK NTH ST 3,137,540,1,11,Y,0,N,0,2,114,Y,20,N,0,0,0,0,0,N,8520
1985,0,BB,N,BT BATOK ST 52,110,540,0,12,Y,0,N,0,0,66,N,44,N,0,0,0,0,0,N,8521
1993,0,CCK,N,CHOA CHU KANG ST 52,60,540,0,13,Y,0,N,0,48,0,N,12,Y,0,0,0,0,0,N,8522
1989,0,HG,N,HOUGANG AVE 8,110,540,0,12,Y,0,N,0,40,0,Y,70,Y,0,0,0,0,0,N,8523
1997,0,BP,N,JELAPANG RD,103,540,0,21,Y,0,N,0,61,0,N,42,N,0,0,0,0,0,N,8524
1984,0,JW,N,JURONG WEST AVE 1,133,540,0,12,Y,0,N,0,0,1,N,132,N,0,0,0,0,0,N,8525
1992,0,PRC,N,PASIR RIS ST 51,48,540,48,13,Y,0,N,0,0,0,N,0,N,0,0,0,0,0,N,8526
1990,0,SGN,N,SERANGOON NTH AVE 4,110,540,0,12,Y,0,N,0,40,0,Y,70,Y,0,0,0,0,0,N,8527
1998,0,WL,N,WOODLANDS DR 16,112,540,0,12,Y,0,N,0,66,0,N,46,Y,0,0,0,0,0,N,8528
1979,0,AMK,N,ANG MO KIO AVE 10,191,541,2,8,Y,0,N,0,3,165,N,21,Y,0,0,0,0,0,N,8529
1979,0,BD,N,BEDOK NTH ST 3,160,541,0,11,Y,0,N,0,0,0,N,0,N,0,113,47,0,0,N,8530
1998,0,BP,N,BT PANJANG RING RD,119,541,0,24,Y,0,N,0,63,0,N,56,N,0,0,0,0,0,N,8531
1986,0,BB,N,BT BATOK ST 52,24,541,0,4,Y,0,N,0,6,0,N,18,N,0,0,0,0,0,N,8532
1993,0,CCK,N,CHOA CHU KANG ST 52,102,541,0,13,Y,0,N,0,45,0,Y,57,Y,0,0,0,0,0,N,8533
1989,0,HG,N,HOUGANG AVE 8,110,541,0,12,Y,0,N,0,40,0,Y,70,N,0,0,0,0,0,N,8534
1984,0,JW,N,JURONG WEST AVE 1,80,541,0,9,Y,0,N,0,0,0,Y,80,N,0,0,0,0,0,N,8535
1991,0,PRC,N,PASIR RIS ST 51,48,541,48,13,Y,0,N,0,0,0,N,0,N,0,0,0,0,0,N,8536
1990,0,SGN,N,SERANGOON NTH AVE 4,110,541,0,12,Y,0,N,0,40,0,Y,70,N,0,0,0,0,0,N,8537
1998,0,WL,N,WOODLANDS DR 16,134,541,0,12,Y,0,N,0,88,0,N,46,N,0,0,0,0,0,N,8538
1997,0,BP,Y,BT PANJANG RING RD,0,541A,0,6,N,0,N,0,0,0,N,0,N,0,0,0,0,0,N,8539
1993,0,CCK,Y,CHOA CHU KANG ST 52,0,541A,0,5,N,0,N,0,0,0,N,0,N,0,0,0,0,0,N,8540
1979,0,AMK,N,ANG MO KIO AVE 10,131,542,0,12,Y,0,N,0,1,107,Y,22,N,0,0,0,0,1,N,8541
1980,0,BD,N,BEDOK NTH ST 3,198,542,0,11,Y,0,N,0,2,176,N,20,Y,0,0,0,0,0,N,8542
1986,0,BB,N,BT BATOK ST 52,90,542,90,11,Y,0,N,0,0,0,N,0,N,0,0,0,0,0,N,8543
1993,0,CCK,N,CHOA CHU KANG ST 52,80,542,0,12,Y,0,N,0,33,0,N,47,Y,0,0,0,0,0,N,8544
1991,0,HG,N,HOUGANG AVE 8,99,542,0,10,Y,0,N,0,18,0,N,81,Y,0,0,0,0,0,N,8545
1997,0,BP,N,JELAPANG RD,94,542,94,19,Y,0,N,0,0,0,N,0,N,0,0,0,0,0,N,8546
1984,0,JW,N,JURONG WEST AVE 1,48,542,0,4,Y,0,N,0,0,0,N,48,N,0,0,0,0,0,N,8547
1992,0,PRC,N,PASIR RIS ST 51,4,542,4,4,Y,0,N,0,0,0,N,0,N,0,0,0,0,0,N,8548
