street,x,project,y,rentalMedian.refPeriod,rentalMedian.psf75,rentalMedian.median,rentalMedian.psf25,rentalMedian.district
PRINCE CHARLES CRESCENT,26445.1112,THE CREST,30584.87404,2021Q2,5.09,4.65,4.32,03
PRINCE CHARLES CRESCENT,26445.1112,THE CREST,30584.87404,2021Q3,5.02,4.73,4.35,03
PRINCE CHARLES CRESCENT,26445.1112,THE CREST,30584.87404,2021Q4,5.01,4.66,4.33,03
PRINCE CHARLES CRESCENT,26445.1112,THE CREST,30584.87404,2022Q2,5.78,5.33,4.9,03
PRINCE CHARLES CRESCENT,26445.1112,THE CREST,30584.87404,2021Q1,4.66,4.31,4.14,03
PRINCE CHARLES CRESCENT,26445.1112,THE CREST,30584.87404,2020Q4,4.7,4.28,3.97,03
PRINCE CHARLES CRESCENT,26445.1112,THE CREST,30584.87404,2022Q1,5.42,5.02,4.54,03
PRINSEP LINK,29923.38616,SUNSHINE PLAZA,31415.8189,2019Q4,3.93,3.63,3.45,07
PRINSEP LINK,29923.38616,SUNSHINE PLAZA,31415.8189,2020Q2,3.95,3.72,3.47,07
PRINSEP LINK,29923.38616,SUNSHINE PLAZA,31415.8189,2019Q3,3.92,3.85,3.61,07
PRINSEP LINK,29923.38616,SUNSHINE PLAZA,31415.8189,2020Q3,3.78,3.5,2.98,07
PRINSEP LINK,29923.38616,SUNSHINE PLAZA,31415.8189,2020Q4,3.8,3.46,3.1,07
PRINSEP LINK,29923.38616,SUNSHINE PLAZA,31415.8189,2021Q2,3.93,3.83,3.57,07
PRINSEP LINK,29923.38616,SUNSHINE PLAZA,31415.8189,2021Q3,3.95,3.8,3.13,07
PRINSEP LINK,29923.38616,SUNSHINE PLAZA,31415.8189,2021Q4,4.03,3.69,3.16,07
PRINSEP LINK,29923.38616,SUNSHINE PLAZA,31415.8189,2022Q2,4.41,3.93,3.72,07
HILLVIEW TERRACE,19713.27195,NATURA@HILLVIEW,37255.21601,2020Q2,3.57,3.49,3.28,23
HILLVIEW TERRACE,19713.27195,NATURA@HILLVIEW,37255.21601,2020Q3,3.68,3.6,3.4,23
HILLVIEW TERRACE,19713.27195,NATURA@HILLVIEW,37255.21601,2019Q3,3.61,3.38,3.15,23
HILLVIEW TERRACE,19713.27195,NATURA@HILLVIEW,37255.21601,2020Q1,3.61,3.34,3.16,23
HILLVIEW TERRACE,19713.27195,NATURA@HILLVIEW,37255.21601,2019Q4,3.65,3.41,3.24,23
HILLVIEW TERRACE,19713.27195,NATURA@HILLVIEW,37255.21601,2020Q4,3.75,3.62,3.12,23
HILLVIEW TERRACE,19713.27195,NATURA@HILLVIEW,37255.21601,2021Q4,4.29,3.94,3.44,23
HILLVIEW TERRACE,19713.27195,NATURA@HILLVIEW,37255.21601,2022Q2,4.46,4.21,3.78,23
HILLVIEW TERRACE,19713.27195,NATURA@HILLVIEW,37255.21601,2021Q2,3.88,3.53,3.39,23
HILLVIEW TERRACE,19713.27195,NATURA@HILLVIEW,37255.21601,2021Q3,4.04,3.69,3.5,23
HILLVIEW TERRACE,19713.27195,NATURA@HILLVIEW,37255.21601,2021Q1,3.78,3.43,3.15,23
HILLVIEW TERRACE,19713.27195,NATURA@HILLVIEW,37255.21601,2022Q1,4.53,4.02,3.72,23
YISHUN AVENUE 9,28945.32823,NINE RESIDENCES,46128.49666,2020Q2,3.1,2.96,2.81,27
YISHUN AVENUE 9,28945.32823,NINE RESIDENCES,46128.49666,2020Q3,3.07,2.81,2.67,27
YISHUN AVENUE 9,28945.32823,NINE RESIDENCES,46128.49666,2019Q3,3.15,2.81,2.75,27
YISHUN AVENUE 9,28945.32823,NINE RESIDENCES,46128.49666,2020Q1,3.39,2.99,2.74,27
YISHUN AVENUE 9,28945.32823,NINE RESIDENCES,46128.49666,2020Q4,3.3,3.15,3.01,27
YISHUN AVENUE 9,28945.32823,NINE RESIDENCES,46128.49666,2021Q4,3.67,3.28,2.95,27
YISHUN AVENUE 9,28945.32823,NINE RESIDENCES,46128.49666,2022Q2,4.66,4.23,3.7,27
YISHUN AVENUE 9,28945.32823,NINE RESIDENCES,46128.49666,2021Q2,3.62,3.13,2.91,27
YISHUN AVENUE 9,28945.32823,NINE RESIDENCES,46128.49666,2021Q3,3.5,3.1,2.99,27
YISHUN AVENUE 9,28945.32823,NINE RESIDENCES,46128.49666,2021Q1,3.51,3.24,2.99,27
YISHUN AVENUE 9,28945.32823,NINE RESIDENCES,46128.49666,2022Q1,3.75,3.59,3.21,27
TOMLINSON ROAD,27140.96524,HANA,31837.00863,2022Q1,8.6,7.46,6.6,10
AMBER GARDENS,35425.88863,THE ESTA,31574.85945,2019Q4,3.43,3.27,3.09,15
AMBER GARDENS,35425.88863,THE ESTA,31574.85945,2020Q2,3.7,3.41,3.21,15
AMBER GARDENS,35425.88863,THE ESTA,31574.85945,2020Q3,3.44,3.22,3.12,15
AMBER GARDENS,35425.88863,THE ESTA,31574.85945,2019Q3,3.46,3.26,3.16,15
AMBER GARDENS,35425.88863,THE ESTA,31574.85945,2020Q1,3.61,3.42,3.23,15
AMBER GARDENS,35425.88863,THE ESTA,31574.85945,2021Q2,3.46,3.36,3.14,15
AMBER GARDENS,35425.88863,THE ESTA,31574.85945,2021Q3,3.76,3.43,3.27,15
AMBER GARDENS,35425.88863,THE ESTA,31574.85945,2021Q4,3.83,3.67,3.46,15
AMBER GARDENS,35425.88863,THE ESTA,31574.85945,2022Q2,4.46,4.3,3.8,15
AMBER GARDENS,35425.88863,THE ESTA,31574.85945,2021Q1,3.46,3.28,3.1,15
AMBER GARDENS,35425.88863,THE ESTA,31574.85945,2020Q4,3.58,3.29,3.17,15
AMBER GARDENS,35425.88863,THE ESTA,31574.85945,2022Q1,4.1,3.86,3.56,15
JURONG LAKE LINK,15826.82514,LAKE GRANDE,36420.42688,2020Q2,4.85,4.42,4.07,22
JURONG LAKE LINK,15826.82514,LAKE GRANDE,36420.42688,2020Q3,4.43,3.91,3.6,22
JURONG LAKE LINK,15826.82514,LAKE GRANDE,36420.42688,2019Q3,4.24,3.88,3.56,22
JURONG LAKE LINK,15826.82514,LAKE GRANDE,36420.42688,2020Q1,4.47,4.14,3.87,22
JURONG LAKE LINK,15826.82514,LAKE GRANDE,36420.42688,2019Q4,4.5,4.22,4.0,22
JURONG LAKE LINK,15826.82514,LAKE GRANDE,36420.42688,2020Q4,4.58,4.11,3.74,22
JURONG LAKE LINK,15826.82514,LAKE GRANDE,36420.42688,2021Q4,5.04,4.51,4.18,22
JURONG LAKE LINK,15826.82514,LAKE GRANDE,36420.42688,2022Q2,5.5,4.95,4.76,22
JURONG LAKE LINK,15826.82514,LAKE GRANDE,36420.42688,2021Q2,4.65,4.24,3.61,22
JURONG LAKE LINK,15826.82514,LAKE GRANDE,36420.42688,2021Q3,4.53,4.22,3.83,22
JURONG LAKE LINK,15826.82514,LAKE GRANDE,36420.42688,2021Q1,4.72,4.25,3.87,22
JURONG LAKE LINK,15826.82514,LAKE GRANDE,36420.42688,2022Q1,5.01,4.65,4.04,22
JOO CHIAT ROAD,36073.31887,PARC SEABREEZE,31814.3211,2020Q3,3.23,2.98,2.79,15
TANJONG RHU ROAD,32142.85345,PEBBLE BAY,31095.60002,2020Q3,3.28,3.12,2.83,15
TANJONG RHU ROAD,32142.85345,PEBBLE BAY,31095.60002,2020Q2,3.3,3.17,2.96,15
TANJONG RHU ROAD,32142.85345,PEBBLE BAY,31095.60002,2019Q3,3.26,3.08,2.98,15
TANJONG RHU ROAD,32142.85345,PEBBLE BAY,31095.60002,2020Q1,3.31,3.16,2.93,15
TANJONG RHU ROAD,32142.85345,PEBBLE BAY,31095.60002,2019Q4,3.37,3.17,2.99,15
TANJONG RHU ROAD,32142.85345,PEBBLE BAY,31095.60002,2020Q4,3.25,3.08,2.83,15
TANJONG RHU ROAD,32142.85345,PEBBLE BAY,31095.60002,2021Q3,3.47,3.22,3.12,15
TANJONG RHU ROAD,32142.85345,PEBBLE BAY,31095.60002,2021Q4,3.56,3.43,3.17,15
TANJONG RHU ROAD,32142.85345,PEBBLE BAY,31095.60002,2022Q2,4.01,3.57,3.41,15
TANJONG RHU ROAD,32142.85345,PEBBLE BAY,31095.60002,2021Q2,3.34,3.22,3.06,15
TANJONG RHU ROAD,32142.85345,PEBBLE BAY,31095.60002,2021Q1,3.18,3.11,2.88,15
TANJONG RHU ROAD,32142.85345,PEBBLE BAY,31095.60002,2022Q1,3.69,3.53,3.38,15
HILLVIEW AVENUE,19941.45121,HILLVIEW 128,37673.37198,2022Q1,3.0,2.73,2.43,23
HILLVIEW AVENUE,19941.45121,HILLVIEW 128,37673.37198,2021Q1,2.25,2.2,2.14,23
ANTHONY ROAD,28564.11797,ORCHARD SCOTTS,32434.83936,2020Q2,4.89,4.29,4.06,09
ANTHONY ROAD,28564.11797,ORCHARD SCOTTS,32434.83936,2020Q3,4.92,4.09,3.8,09
ANTHONY ROAD,28564.11797,ORCHARD SCOTTS,32434.83936,2019Q3,4.76,4.18,3.97,09
ANTHONY ROAD,28564.11797,ORCHARD SCOTTS,32434.83936,2020Q1,4.73,4.54,3.94,09
ANTHONY ROAD,28564.11797,ORCHARD SCOTTS,32434.83936,2019Q4,4.64,4.14,3.93,09
ANTHONY ROAD,28564.11797,ORCHARD SCOTTS,32434.83936,2020Q4,4.82,4.08,3.87,09
ANTHONY ROAD,28564.11797,ORCHARD SCOTTS,32434.83936,2021Q3,4.78,4.24,4.03,09
ANTHONY ROAD,28564.11797,ORCHARD SCOTTS,32434.83936,2021Q4,4.5,4.17,3.94,09
ANTHONY ROAD,28564.11797,ORCHARD SCOTTS,32434.83936,2022Q2,5.04,4.71,3.89,09
ANTHONY ROAD,28564.11797,ORCHARD SCOTTS,32434.83936,2021Q2,4.94,4.32,3.96,09
ANTHONY ROAD,28564.11797,ORCHARD SCOTTS,32434.83936,2021Q1,4.67,4.11,3.84,09
ANTHONY ROAD,28564.11797,ORCHARD SCOTTS,32434.83936,2022Q1,4.63,4.16,3.95,09
NEWTON ROAD,28967.16169,AMARYLLIS VILLE,32999.87343,2019Q3,4.37,4.19,3.92,11
NEWTON ROAD,28967.16169,AMARYLLIS VILLE,32999.87343,2020Q1,3.98,3.88,3.76,11
NEWTON ROAD,28967.16169,AMARYLLIS VILLE,32999.87343,2019Q4,4.45,4.26,3.94,11
NEWTON ROAD,28967.16169,AMARYLLIS VILLE,32999.87343,2020Q3,4.28,4.11,3.9,11
NEWTON ROAD,28967.16169,AMARYLLIS VILLE,32999.87343,2020Q2,4.18,4.02,3.8,11
NEWTON ROAD,28967.16169,AMARYLLIS VILLE,32999.87343,2020Q4,4.18,3.87,3.71,11
NEWTON ROAD,28967.16169,AMARYLLIS VILLE,32999.87343,2021Q4,4.26,4.08,3.97,11
NEWTON ROAD,28967.16169,AMARYLLIS VILLE,32999.87343,2022Q2,4.62,4.38,4.1,11
NEWTON ROAD,28967.16169,AMARYLLIS VILLE,32999.87343,2021Q2,4.2,4.04,3.91,11
NEWTON ROAD,28967.16169,AMARYLLIS VILLE,32999.87343,2021Q3,4.25,4.03,3.91,11
NEWTON ROAD,28967.16169,AMARYLLIS VILLE,32999.87343,2022Q1,4.4,4.28,3.93,11
NEWTON ROAD,28967.16169,AMARYLLIS VILLE,32999.87343,2021Q1,4.12,3.89,3.68,11
ARDMORE PARK,27582.07465,ARDMORE PARK,32534.29099,2019Q3,5.24,4.88,4.57,10
ARDMORE PARK,27582.07465,ARDMORE PARK,32534.29099,2020Q1,5.03,4.77,4.33,10
ARDMORE PARK,27582.07465,ARDMORE PARK,32534.29099,2019Q4,4.91,4.68,4.51,10
ARDMORE PARK,27582.07465,ARDMORE PARK,32534.29099,2020Q3,4.85,4.51,4.16,10
ARDMORE PARK,27582.07465,ARDMORE PARK,32534.29099,2020Q2,4.78,4.33,3.92,10
ARDMORE PARK,27582.07465,ARDMORE PARK,32534.29099,2020Q4,4.7,4.47,4.18,10
ARDMORE PARK,27582.07465,ARDMORE PARK,32534.29099,2021Q4,5.01,4.81,4.51,10
ARDMORE PARK,27582.07465,ARDMORE PARK,32534.29099,2022Q2,6.09,5.88,5.46,10
ARDMORE PARK,27582.07465,ARDMORE PARK,32534.29099,2021Q2,4.85,4.68,4.43,10
ARDMORE PARK,27582.07465,ARDMORE PARK,32534.29099,2021Q3,5.04,4.78,4.48,10
ARDMORE PARK,27582.07465,ARDMORE PARK,32534.29099,2022Q1,5.55,5.2,4.98,10
ARDMORE PARK,27582.07465,ARDMORE PARK,32534.29099,2021Q1,4.8,4.51,4.33,10
BALMORAL PARK,27545.59759,PINETREE CONDOMINIUM,33038.19853,2019Q3,2.72,2.32,2.16,10
QUEENSWAY,24511.73535,VIZ AT HOLLAND,32313.33104,2019Q4,4.54,3.42,3.37,10
QUEENSWAY,24511.73535,VIZ AT HOLLAND,32313.33104,2020Q2,3.93,3.72,3.28,10
QUEENSWAY,24511.73535,VIZ AT HOLLAND,32313.33104,2020Q3,4.43,3.82,3.12,10
QUEENSWAY,24511.73535,VIZ AT HOLLAND,32313.33104,2019Q3,3.92,3.5,3.24,10
QUEENSWAY,24511.73535,VIZ AT HOLLAND,32313.33104,2020Q1,4.03,3.55,3.16,10
QUEENSWAY,24511.73535,VIZ AT HOLLAND,32313.33104,2022Q2,4.3,3.81,3.41,10
QUEENSWAY,24511.73535,VIZ AT HOLLAND,32313.33104,2021Q2,3.65,3.26,3.26,10
QUEENSWAY,24511.73535,VIZ AT HOLLAND,32313.33104,2021Q3,4.62,3.95,3.83,10
QUEENSWAY,24511.73535,VIZ AT HOLLAND,32313.33104,2021Q4,4.65,3.95,3.43,10
QUEENSWAY,24511.73535,VIZ AT HOLLAND,32313.33104,2021Q1,3.79,3.46,3.37,10
QUEENSWAY,24511.73535,VIZ AT HOLLAND,32313.33104,2020Q4,3.86,3.36,3.08,10
QUEENSWAY,24511.73535,VIZ AT HOLLAND,32313.33104,2022Q1,3.96,3.8,3.48,10
LOYANG AVENUE,43280.8406,LOYANG VALLEY,39019.82039,2020Q2,1.68,1.51,1.44,17
LOYANG AVENUE,43280.8406,LOYANG VALLEY,39019.82039,2020Q3,1.84,1.59,1.44,17
LOYANG AVENUE,43280.8406,LOYANG VALLEY,39019.82039,2019Q3,1.91,1.75,1.55,17
LOYANG AVENUE,43280.8406,LOYANG VALLEY,39019.82039,2020Q1,1.86,1.68,1.56,17
LOYANG AVENUE,43280.8406,LOYANG VALLEY,39019.82039,2019Q4,1.96,1.85,1.69,17
LOYANG AVENUE,43280.8406,LOYANG VALLEY,39019.82039,2020Q4,1.74,1.58,1.39,17
LOYANG AVENUE,43280.8406,LOYANG VALLEY,39019.82039,2021Q4,2.02,1.9,1.61,17
LOYANG AVENUE,43280.8406,LOYANG VALLEY,39019.82039,2022Q2,2.44,2.13,1.96,17
LOYANG AVENUE,43280.8406,LOYANG VALLEY,39019.82039,2021Q2,1.94,1.77,1.64,17
LOYANG AVENUE,43280.8406,LOYANG VALLEY,39019.82039,2021Q3,1.83,1.75,1.6,17
LOYANG AVENUE,43280.8406,LOYANG VALLEY,39019.82039,2021Q1,1.94,1.75,1.56,17
LOYANG AVENUE,43280.8406,LOYANG VALLEY,39019.82039,2022Q1,2.16,1.93,1.71,17
EAST COAST ROAD,37526.74814,OCEAN PARK,32297.4164,2020Q2,2.37,2.28,2.2,15
EAST COAST ROAD,37526.74814,OCEAN PARK,32297.4164,2020Q3,2.37,2.3,2.13,15
EAST COAST ROAD,37526.74814,OCEAN PARK,32297.4164,2019Q3,2.9,2.59,2.57,15
EAST COAST ROAD,37526.74814,OCEAN PARK,32297.4164,2020Q1,2.75,2.51,2.15,15
EAST COAST ROAD,37526.74814,OCEAN PARK,32297.4164,2019Q4,2.46,2.26,2.1,15
EAST COAST ROAD,37526.74814,OCEAN PARK,32297.4164,2020Q4,2.37,2.25,2.15,15
EAST COAST ROAD,37526.74814,OCEAN PARK,32297.4164,2021Q4,2.8,2.46,2.28,15
EAST COAST ROAD,37526.74814,OCEAN PARK,32297.4164,2022Q2,3.08,2.89,2.53,15
EAST COAST ROAD,37526.74814,OCEAN PARK,32297.4164,2021Q2,2.55,2.49,2.32,15
EAST COAST ROAD,37526.74814,OCEAN PARK,32297.4164,2021Q3,2.73,2.49,2.43,15
EAST COAST ROAD,37526.74814,OCEAN PARK,32297.4164,2022Q1,2.94,2.84,2.46,15
LORONG 42 GEYLANG,34369.72732,ASTON MANSIONS,32906.76696,2019Q3,2.76,2.57,2.49,14
LORONG 42 GEYLANG,34369.72732,ASTON MANSIONS,32906.76696,2020Q4,2.74,2.67,2.57,14
GRANGE ROAD,27144.19479,BEVERLY HILL,31202.55253,2020Q3,3.24,3.02,2.78,10
SERANGOON AVENUE 3,31346.40717,CHILTERN PARK,36947.73494,2019Q3,2.64,2.44,2.28,19
SERANGOON AVENUE 3,31346.40717,CHILTERN PARK,36947.73494,2020Q1,2.67,2.5,2.38,19
SERANGOON AVENUE 3,31346.40717,CHILTERN PARK,36947.73494,2019Q4,2.6,2.48,2.35,19
SERANGOON AVENUE 3,31346.40717,CHILTERN PARK,36947.73494,2020Q3,2.7,2.53,2.41,19
SERANGOON AVENUE 3,31346.40717,CHILTERN PARK,36947.73494,2020Q2,2.67,2.48,2.31,19
SERANGOON AVENUE 3,31346.40717,CHILTERN PARK,36947.73494,2020Q4,2.69,2.48,2.24,19
SERANGOON AVENUE 3,31346.40717,CHILTERN PARK,36947.73494,2021Q4,2.84,2.62,2.47,19
SERANGOON AVENUE 3,31346.40717,CHILTERN PARK,36947.73494,2022Q2,3.37,2.86,2.4,19
SERANGOON AVENUE 3,31346.40717,CHILTERN PARK,36947.73494,2021Q2,2.81,2.57,2.42,19
SERANGOON AVENUE 3,31346.40717,CHILTERN PARK,36947.73494,2021Q3,2.73,2.61,2.38,19
SERANGOON AVENUE 3,31346.40717,CHILTERN PARK,36947.73494,2022Q1,2.98,2.71,2.55,19
SERANGOON AVENUE 3,31346.40717,CHILTERN PARK,36947.73494,2021Q1,2.78,2.5,2.39,19
OXLEY RISE,28928.35561,ONE OXLEY RISE,31282.48733,2019Q3,4.24,4.07,3.77,09
OXLEY RISE,28928.35561,ONE OXLEY RISE,31282.48733,2019Q4,4.17,4.11,3.76,09
OXLEY RISE,28928.35561,ONE OXLEY RISE,31282.48733,2021Q3,4.28,4.03,3.51,09
OXLEY RISE,28928.35561,ONE OXLEY RISE,31282.48733,2021Q4,4.2,4.11,4.03,09
OXLEY RISE,28928.35561,ONE OXLEY RISE,31282.48733,2022Q2,5.07,4.68,4.29,09
OXLEY RISE,28928.35561,ONE OXLEY RISE,31282.48733,2021Q2,4.15,3.98,3.75,09
OXLEY RISE,28928.35561,ONE OXLEY RISE,31282.48733,2021Q1,4.03,3.88,3.7,09
SERANGOON ROAD,31645.74605,JUI RESIDENCES,34284.62102,2021Q4,5.38,4.87,4.54,12
SERANGOON ROAD,31645.74605,JUI RESIDENCES,34284.62102,2022Q1,5.14,4.99,4.43,12
CAIRNHILL CIRCLE,28547.40787,HELIOS RESIDENCES,32118.91426,2019Q3,5.07,4.59,3.97,09
CAIRNHILL CIRCLE,28547.40787,HELIOS RESIDENCES,32118.91426,2020Q1,4.94,4.39,4.15,09
CAIRNHILL CIRCLE,28547.40787,HELIOS RESIDENCES,32118.91426,2020Q3,4.71,4.32,3.94,09
CAIRNHILL CIRCLE,28547.40787,HELIOS RESIDENCES,32118.91426,2020Q2,4.74,4.26,4.08,09
CAIRNHILL CIRCLE,28547.40787,HELIOS RESIDENCES,32118.91426,2020Q4,4.53,4.21,3.8,09
CAIRNHILL CIRCLE,28547.40787,HELIOS RESIDENCES,32118.91426,2021Q4,4.63,4.02,3.82,09
CAIRNHILL CIRCLE,28547.40787,HELIOS RESIDENCES,32118.91426,2022Q2,5.31,4.73,4.5,09
CAIRNHILL CIRCLE,28547.40787,HELIOS RESIDENCES,32118.91426,2021Q2,4.88,4.79,4.29,09
CAIRNHILL CIRCLE,28547.40787,HELIOS RESIDENCES,32118.91426,2021Q3,4.72,4.36,3.97,09
CAIRNHILL CIRCLE,28547.40787,HELIOS RESIDENCES,32118.91426,2022Q1,5.07,4.62,4.07,09
CAIRNHILL CIRCLE,28547.40787,HELIOS RESIDENCES,32118.91426,2021Q1,4.64,4.29,4.12,09
CARLISLE ROAD,29493.00498,MERA SPRINGS,33014.06477,2020Q1,2.94,2.87,2.79,08
CARLISLE ROAD,29493.00498,MERA SPRINGS,33014.06477,2022Q1,3.17,3.1,3.08,08
ROBINSON ROAD,29846.63542,ROBINSON SUITES,29255.88268,2019Q4,6.09,5.86,5.64,01
ROBINSON ROAD,29846.63542,ROBINSON SUITES,29255.88268,2020Q2,6.0,5.47,5.33,01
ROBINSON ROAD,29846.63542,ROBINSON SUITES,29255.88268,2019Q3,6.23,5.83,5.63,01
ROBINSON ROAD,29846.63542,ROBINSON SUITES,29255.88268,2020Q1,6.06,5.86,5.57,01
ROBINSON ROAD,29846.63542,ROBINSON SUITES,29255.88268,2020Q3,5.65,5.55,5.31,01
ROBINSON ROAD,29846.63542,ROBINSON SUITES,29255.88268,2020Q4,5.86,5.53,5.16,01
ROBINSON ROAD,29846.63542,ROBINSON SUITES,29255.88268,2021Q3,5.65,5.53,5.34,01
ROBINSON ROAD,29846.63542,ROBINSON SUITES,29255.88268,2021Q4,5.81,5.73,5.54,01
ROBINSON ROAD,29846.63542,ROBINSON SUITES,29255.88268,2022Q2,6.69,6.23,5.86,01
ROBINSON ROAD,29846.63542,ROBINSON SUITES,29255.88268,2021Q2,5.93,5.42,5.22,01
ROBINSON ROAD,29846.63542,ROBINSON SUITES,29255.88268,2022Q1,5.97,5.64,5.37,01
ROBINSON ROAD,29846.63542,ROBINSON SUITES,29255.88268,2021Q1,5.57,5.37,5.05,01
MACKENZIE ROAD,29470.33631,THE MKZ,32085.72981,2019Q3,4.75,4.53,4.45,09
MACKENZIE ROAD,29470.33631,THE MKZ,32085.72981,2020Q4,4.45,4.16,3.9,09
WILKIE TERRACE,29788.73931,WILKIE REGENCY,31675.43966,2021Q3,3.52,3.35,3.29,09
MEYER ROAD,34201.43633,THE ATRIA AT MEYER,31016.00552,2019Q4,2.76,2.51,2.45,15
MEYER ROAD,34201.43633,THE ATRIA AT MEYER,31016.00552,2020Q2,2.81,2.7,2.6,15
MEYER ROAD,34201.43633,THE ATRIA AT MEYER,31016.00552,2019Q3,2.74,2.53,2.47,15
MEYER ROAD,34201.43633,THE ATRIA AT MEYER,31016.00552,2020Q3,2.68,2.58,2.45,15
MEYER ROAD,34201.43633,THE ATRIA AT MEYER,31016.00552,2021Q2,2.99,2.72,2.49,15
MEYER ROAD,34201.43633,THE ATRIA AT MEYER,31016.00552,2021Q3,2.87,2.79,2.58,15
MEYER ROAD,34201.43633,THE ATRIA AT MEYER,31016.00552,2021Q4,3.09,2.9,2.65,15
MEYER ROAD,34201.43633,THE ATRIA AT MEYER,31016.00552,2022Q2,3.33,3.16,3.03,15
MEYER ROAD,34201.43633,THE ATRIA AT MEYER,31016.00552,2021Q1,2.73,2.54,2.47,15
MEYER ROAD,34201.43633,THE ATRIA AT MEYER,31016.00552,2020Q4,2.73,2.64,2.5,15
HAIG ROAD,35168.32662,HAIG COURT,32070.0053,2020Q1,2.7,2.55,2.51,15
HAIG ROAD,35168.32662,HAIG COURT,32070.0053,2019Q4,2.77,2.72,2.63,15
HAIG ROAD,35168.32662,HAIG COURT,32070.0053,2020Q2,2.78,2.68,2.54,15
HAIG ROAD,35168.32662,HAIG COURT,32070.0053,2020Q4,2.77,2.62,2.5,15
HAIG ROAD,35168.32662,HAIG COURT,32070.0053,2021Q4,2.98,2.86,2.76,15
HAIG ROAD,35168.32662,HAIG COURT,32070.0053,2022Q2,3.51,3.11,2.91,15
HAIG ROAD,35168.32662,HAIG COURT,32070.0053,2021Q2,3.0,2.77,2.63,15
HAIG ROAD,35168.32662,HAIG COURT,32070.0053,2021Q3,3.0,2.69,2.6,15
HAIG ROAD,35168.32662,HAIG COURT,32070.0053,2022Q1,3.1,2.86,2.71,15
HAIG ROAD,35168.32662,HAIG COURT,32070.0053,2021Q1,2.74,2.62,2.57,15
FLORA DRIVE,42789.93839,THE INFLORA,37587.80672,2019Q4,3.27,2.63,2.41,17
FLORA DRIVE,42789.93839,THE INFLORA,37587.80672,2020Q2,3.46,3.24,2.69,17
FLORA DRIVE,42789.93839,THE INFLORA,37587.80672,2019Q3,3.47,3.24,2.45,17
FLORA DRIVE,42789.93839,THE INFLORA,37587.80672,2020Q3,3.65,2.76,2.46,17
FLORA DRIVE,42789.93839,THE INFLORA,37587.80672,2020Q1,3.54,2.85,2.43,17
FLORA DRIVE,42789.93839,THE INFLORA,37587.80672,2021Q2,3.73,3.35,2.67,17
FLORA DRIVE,42789.93839,THE INFLORA,37587.80672,2021Q3,3.67,3.46,2.69,17
FLORA DRIVE,42789.93839,THE INFLORA,37587.80672,2021Q4,3.67,3.37,2.69,17
FLORA DRIVE,42789.93839,THE INFLORA,37587.80672,2022Q2,4.31,3.91,3.67,17
FLORA DRIVE,42789.93839,THE INFLORA,37587.80672,2021Q1,3.7,3.1,2.45,17
FLORA DRIVE,42789.93839,THE INFLORA,37587.80672,2020Q4,3.15,2.59,2.39,17
FLORA DRIVE,42789.93839,THE INFLORA,37587.80672,2022Q1,4.06,3.6,2.99,17
HILLVIEW AVENUE,20032.55215,THE LANAI,37553.37438,2019Q4,2.95,2.84,2.78,23
HILLVIEW AVENUE,20032.55215,THE LANAI,37553.37438,2020Q2,2.91,2.85,2.78,23
HILLVIEW AVENUE,20032.55215,THE LANAI,37553.37438,2019Q3,2.9,2.82,2.77,23
HILLVIEW AVENUE,20032.55215,THE LANAI,37553.37438,2020Q3,2.92,2.82,2.78,23
HILLVIEW AVENUE,20032.55215,THE LANAI,37553.37438,2020Q1,2.88,2.87,2.81,23
HILLVIEW AVENUE,20032.55215,THE LANAI,37553.37438,2021Q2,2.92,2.84,2.79,23
HILLVIEW AVENUE,20032.55215,THE LANAI,37553.37438,2021Q3,2.97,2.9,2.78,23
HILLVIEW AVENUE,20032.55215,THE LANAI,37553.37438,2021Q4,3.06,2.94,2.87,23
HILLVIEW AVENUE,20032.55215,THE LANAI,37553.37438,2022Q2,3.73,3.44,3.26,23
HILLVIEW AVENUE,20032.55215,THE LANAI,37553.37438,2021Q1,2.89,2.83,2.78,23
HILLVIEW AVENUE,20032.55215,THE LANAI,37553.37438,2020Q4,2.97,2.86,2.78,23
HILLVIEW AVENUE,20032.55215,THE LANAI,37553.37438,2022Q1,3.0,2.97,2.92,23
LORONG 40 GEYLANG,34334.00145,THE WATERINA,32744.12386,2019Q4,3.08,2.79,2.66,14
LORONG 40 GEYLANG,34334.00145,THE WATERINA,32744.12386,2020Q2,2.92,2.8,2.65,14
LORONG 40 GEYLANG,34334.00145,THE WATERINA,32744.12386,2019Q3,3.05,2.91,2.78,14
LORONG 40 GEYLANG,34334.00145,THE WATERINA,32744.12386,2020Q3,2.98,2.83,2.65,14
LORONG 40 GEYLANG,34334.00145,THE WATERINA,32744.12386,2020Q1,3.46,2.92,2.74,14
LORONG 40 GEYLANG,34334.00145,THE WATERINA,32744.12386,2022Q2,3.54,3.1,2.96,14
LORONG 40 GEYLANG,34334.00145,THE WATERINA,32744.12386,2021Q2,3.34,2.99,2.82,14
LORONG 40 GEYLANG,34334.00145,THE WATERINA,32744.12386,2021Q3,3.1,2.89,2.75,14
LORONG 40 GEYLANG,34334.00145,THE WATERINA,32744.12386,2021Q4,3.3,2.94,2.75,14
LORONG 40 GEYLANG,34334.00145,THE WATERINA,32744.12386,2021Q1,3.33,3.1,2.76,14
LORONG 40 GEYLANG,34334.00145,THE WATERINA,32744.12386,2020Q4,2.98,2.74,2.62,14
