town,flat_type,quarter,_id,median_rent
BUKIT TIMAH    ,EXEC,2019-Q3,8979,-                    
CENTRAL        ,1-RM,2019-Q3,8980,na                   
CENTRAL        ,2-RM,2019-Q3,8981,-                    
CENTRAL        ,3-RM,2019-Q3,8982,2200
CENTRAL        ,4-RM,2019-Q3,8983,2800
CENTRAL        ,5-RM,2019-Q3,8984,-                    
CENTRAL        ,EXEC,2019-Q3,8985,na                   
CHOA CHU KANG  ,1-RM,2019-Q3,8986,na                   
CHOA CHU KANG  ,2-RM,2019-Q3,8987,-                    
CHOA CHU KANG  ,3-RM,2019-Q3,8988,1480
CHOA CHU KANG  ,4-RM,2019-Q3,8989,1750
CHOA CHU KANG  ,5-RM,2019-Q3,8990,1900
CHOA CHU KANG  ,EXEC,2019-Q3,8991,2030
CLEMENTI       ,1-RM,2019-Q3,8992,na                   
CLEMENTI       ,2-RM,2019-Q3,8993,-                    
CLEMENTI       ,3-RM,2019-Q3,8994,1850
CLEMENTI       ,4-RM,2019-Q3,8995,2400
CLEMENTI       ,5-RM,2019-Q3,8996,2600
CLEMENTI       ,EXEC,2019-Q3,8997,-                    
GEYLANG        ,1-RM,2019-Q3,8998,na                   
GEYLANG        ,2-RM,2019-Q3,8999,-                    
GEYLANG        ,3-RM,2019-Q3,9000,1800
GEYLANG        ,4-RM,2019-Q3,9001,2250
GEYLANG        ,5-RM,2019-Q3,9002,2500
GEYLANG        ,EXEC,2019-Q3,9003,-                    
HOUGANG        ,1-RM,2019-Q3,9004,na                   
HOUGANG        ,2-RM,2019-Q3,9005,-                    
HOUGANG        ,3-RM,2019-Q3,9006,1600
HOUGANG        ,4-RM,2019-Q3,9007,1900
HOUGANG        ,5-RM,2019-Q3,9008,2100
HOUGANG        ,EXEC,2019-Q3,9009,2300
JURONG EAST    ,1-RM,2019-Q3,9010,na                   
JURONG EAST    ,2-RM,2019-Q3,9011,-                    
JURONG EAST    ,3-RM,2019-Q3,9012,1700
JURONG EAST    ,4-RM,2019-Q3,9013,2000
JURONG EAST    ,5-RM,2019-Q3,9014,2200
JURONG EAST    ,EXEC,2019-Q3,9015,2500
JURONG WEST    ,1-RM,2019-Q3,9016,na                   
JURONG WEST    ,2-RM,2019-Q3,9017,-                    
JURONG WEST    ,3-RM,2019-Q3,9018,1600
JURONG WEST    ,4-RM,2019-Q3,9019,2000
JURONG WEST    ,5-RM,2019-Q3,9020,2100
JURONG WEST    ,EXEC,2019-Q3,9021,2300
KALLANG/WHAMPOA,1-RM,2019-Q3,9022,na                   
KALLANG/WHAMPOA,2-RM,2019-Q3,9023,-                    
KALLANG/WHAMPOA,3-RM,2019-Q3,9024,1900
KALLANG/WHAMPOA,4-RM,2019-Q3,9025,2450
KALLANG/WHAMPOA,5-RM,2019-Q3,9026,2630
KALLANG/WHAMPOA,EXEC,2019-Q3,9027,-                    
MARINE PARADE  ,1-RM,2019-Q3,9028,na                   
MARINE PARADE  ,2-RM,2019-Q3,9029,na                   
MARINE PARADE  ,3-RM,2019-Q3,9030,1800
MARINE PARADE  ,4-RM,2019-Q3,9031,2100
MARINE PARADE  ,5-RM,2019-Q3,9032,2500
MARINE PARADE  ,EXEC,2019-Q3,9033,na                   
PASIR RIS      ,1-RM,2019-Q3,9034,na                   
PASIR RIS      ,2-RM,2019-Q3,9035,na                   
PASIR RIS      ,3-RM,2019-Q3,9036,-                    
PASIR RIS      ,4-RM,2019-Q3,9037,1950
PASIR RIS      ,5-RM,2019-Q3,9038,2080
PASIR RIS      ,EXEC,2019-Q3,9039,2300
PUNGGOL        ,1-RM,2019-Q3,9040,na                   
PUNGGOL        ,2-RM,2019-Q3,9041,-                    
PUNGGOL        ,3-RM,2019-Q3,9042,1700
PUNGGOL        ,4-RM,2019-Q3,9043,1900
PUNGGOL        ,5-RM,2019-Q3,9044,1900
PUNGGOL        ,EXEC,2019-Q3,9045,-                    
QUEENSTOWN     ,1-RM,2019-Q3,9046,na                   
QUEENSTOWN     ,2-RM,2019-Q3,9047,1500
QUEENSTOWN     ,3-RM,2019-Q3,9048,1900
QUEENSTOWN     ,4-RM,2019-Q3,9049,2520
QUEENSTOWN     ,5-RM,2019-Q3,9050,2800
QUEENSTOWN     ,EXEC,2019-Q3,9051,na                   
SEMBAWANG      ,1-RM,2019-Q3,9052,na                   
SEMBAWANG      ,2-RM,2019-Q3,9053,-                    
SEMBAWANG      ,3-RM,2019-Q3,9054,-                    
SEMBAWANG      ,4-RM,2019-Q3,9055,1800
SEMBAWANG      ,5-RM,2019-Q3,9056,1900
SEMBAWANG      ,EXEC,2019-Q3,9057,2000
SENGKANG       ,1-RM,2019-Q3,9058,na                   
SENGKANG       ,2-RM,2019-Q3,9059,-                    
SENGKANG       ,3-RM,2019-Q3,9060,1650
SENGKANG       ,4-RM,2019-Q3,9061,1880
SENGKANG       ,5-RM,2019-Q3,9062,1900
SENGKANG       ,EXEC,2019-Q3,9063,2000
SERANGOON      ,1-RM,2019-Q3,9064,na                   
SERANGOON      ,2-RM,2019-Q3,9065,na                   
SERANGOON      ,3-RM,2019-Q3,9066,1800
SERANGOON      ,4-RM,2019-Q3,9067,2190
SERANGOON      ,5-RM,2019-Q3,9068,2200
SERANGOON      ,EXEC,2019-Q3,9069,-                    
TAMPINES       ,1-RM,2019-Q3,9070,na                   
TAMPINES       ,2-RM,2019-Q3,9071,-                    
TAMPINES       ,3-RM,2019-Q3,9072,1750
TAMPINES       ,4-RM,2019-Q3,9073,2000
TAMPINES       ,5-RM,2019-Q3,9074,2200
TAMPINES       ,EXEC,2019-Q3,9075,2400
TOA PAYOH      ,1-RM,2019-Q3,9076,na                   
TOA PAYOH      ,2-RM,2019-Q3,9077,-                    
TOA PAYOH      ,3-RM,2019-Q3,9078,1800
TOA PAYOH      ,4-RM,2019-Q3,9079,2300
TOA PAYOH      ,5-RM,2019-Q3,9080,2600
TOA PAYOH      ,EXEC,2019-Q3,9081,-                    
WOODLANDS      ,1-RM,2019-Q3,9082,na                   
WOODLANDS      ,2-RM,2019-Q3,9083,-                    
WOODLANDS      ,3-RM,2019-Q3,9084,1400
WOODLANDS      ,4-RM,2019-Q3,9085,1700
WOODLANDS      ,5-RM,2019-Q3,9086,1800
WOODLANDS      ,EXEC,2019-Q3,9087,2100
YISHUN         ,1-RM,2019-Q3,9088,na                   
YISHUN         ,2-RM,2019-Q3,9089,-                    
YISHUN         ,3-RM,2019-Q3,9090,1600
YISHUN         ,4-RM,2019-Q3,9091,1800
YISHUN         ,5-RM,2019-Q3,9092,2000
YISHUN         ,EXEC,2019-Q3,9093,2000
ANG MO KIO     ,1-RM,2020-Q1,9094,na                   
ANG MO KIO     ,2-RM,2020-Q1,9095,-                    
ANG MO KIO     ,3-RM,2020-Q1,9096,1700
ANG MO KIO     ,4-RM,2020-Q1,9097,2100
ANG MO KIO     ,5-RM,2020-Q1,9098,2300
ANG MO KIO     ,EXEC,2020-Q1,9099,-                    
BEDOK          ,1-RM,2020-Q1,9100,na                   
BEDOK          ,2-RM,2020-Q1,9101,-                    
BEDOK          ,3-RM,2020-Q1,9102,1700
BEDOK          ,4-RM,2020-Q1,9103,2000
BEDOK          ,5-RM,2020-Q1,9104,2300
BEDOK          ,EXEC,2020-Q1,9105,2500
BISHAN         ,1-RM,2020-Q1,9106,na                   
BISHAN         ,2-RM,2020-Q1,9107,na                   
BISHAN         ,3-RM,2020-Q1,9108,1850
BISHAN         ,4-RM,2020-Q1,9109,2300
BISHAN         ,5-RM,2020-Q1,9110,2500
BISHAN         ,EXEC,2020-Q1,9111,-                    
BUKIT BATOK    ,1-RM,2020-Q1,9112,na                   
BUKIT BATOK    ,2-RM,2020-Q1,9113,-                    
BUKIT BATOK    ,3-RM,2020-Q1,9114,1600
BUKIT BATOK    ,4-RM,2020-Q1,9115,1900
BUKIT BATOK    ,5-RM,2020-Q1,9116,2100
BUKIT BATOK    ,EXEC,2020-Q1,9117,2200
BUKIT MERAH    ,1-RM,2020-Q1,9118,-                    
BUKIT MERAH    ,2-RM,2020-Q1,9119,1500
BUKIT MERAH    ,3-RM,2020-Q1,9120,1900
BUKIT MERAH    ,4-RM,2020-Q1,9121,2600
BUKIT MERAH    ,5-RM,2020-Q1,9122,2750
BUKIT MERAH    ,EXEC,2020-Q1,9123,-                    
BUKIT PANJANG  ,1-RM,2020-Q1,9124,na                   
BUKIT PANJANG  ,2-RM,2020-Q1,9125,-                    
BUKIT PANJANG  ,3-RM,2020-Q1,9126,1550
BUKIT PANJANG  ,4-RM,2020-Q1,9127,1750
BUKIT PANJANG  ,5-RM,2020-Q1,9128,1880
BUKIT PANJANG  ,EXEC,2020-Q1,9129,2000
BUKIT TIMAH    ,1-RM,2020-Q1,9130,na                   
BUKIT TIMAH    ,2-RM,2020-Q1,9131,na                   
BUKIT TIMAH    ,3-RM,2020-Q1,9132,-                    
BUKIT TIMAH    ,4-RM,2020-Q1,9133,-                    
BUKIT TIMAH    ,5-RM,2020-Q1,9134,-                    
BUKIT TIMAH    ,EXEC,2020-Q1,9135,-                    
CENTRAL        ,1-RM,2020-Q1,9136,na                   
CENTRAL        ,2-RM,2020-Q1,9137,-                    
CENTRAL        ,3-RM,2020-Q1,9138,2200
CENTRAL        ,4-RM,2020-Q1,9139,2600
CENTRAL        ,5-RM,2020-Q1,9140,-                    
CENTRAL        ,EXEC,2020-Q1,9141,na                   
CHOA CHU KANG  ,1-RM,2020-Q1,9142,na                   
CHOA CHU KANG  ,2-RM,2020-Q1,9143,-                    
CHOA CHU KANG  ,3-RM,2020-Q1,9144,-                    
CHOA CHU KANG  ,4-RM,2020-Q1,9145,1800
CHOA CHU KANG  ,5-RM,2020-Q1,9146,1880
CHOA CHU KANG  ,EXEC,2020-Q1,9147,2000
CLEMENTI       ,1-RM,2020-Q1,9148,na                   
CLEMENTI       ,2-RM,2020-Q1,9149,-                    
CLEMENTI       ,3-RM,2020-Q1,9150,1850
CLEMENTI       ,4-RM,2020-Q1,9151,2400
CLEMENTI       ,5-RM,2020-Q1,9152,2600
CLEMENTI       ,EXEC,2020-Q1,9153,-                    
GEYLANG        ,1-RM,2020-Q1,9154,na                   
GEYLANG        ,2-RM,2020-Q1,9155,-                    
GEYLANG        ,3-RM,2020-Q1,9156,1800
GEYLANG        ,4-RM,2020-Q1,9157,2300
GEYLANG        ,5-RM,2020-Q1,9158,2500
GEYLANG        ,EXEC,2020-Q1,9159,-                    
HOUGANG        ,1-RM,2020-Q1,9160,na                   
HOUGANG        ,2-RM,2020-Q1,9161,-                    
HOUGANG        ,3-RM,2020-Q1,9162,1650
HOUGANG        ,4-RM,2020-Q1,9163,1950
HOUGANG        ,5-RM,2020-Q1,9164,2100
HOUGANG        ,EXEC,2020-Q1,9165,2350
JURONG EAST    ,1-RM,2020-Q1,9166,na                   
JURONG EAST    ,2-RM,2020-Q1,9167,-                    
JURONG EAST    ,3-RM,2020-Q1,9168,1700
JURONG EAST    ,4-RM,2020-Q1,9169,2000
JURONG EAST    ,5-RM,2020-Q1,9170,2250
JURONG EAST    ,EXEC,2020-Q1,9171,-                    
JURONG WEST    ,1-RM,2020-Q1,9172,na                   
JURONG WEST    ,2-RM,2020-Q1,9173,-                    
JURONG WEST    ,3-RM,2020-Q1,9174,1650
JURONG WEST    ,4-RM,2020-Q1,9175,2000
JURONG WEST    ,5-RM,2020-Q1,9176,2200
JURONG WEST    ,EXEC,2020-Q1,9177,2300
KALLANG/WHAMPOA,1-RM,2020-Q1,9178,na                   
KALLANG/WHAMPOA,2-RM,2020-Q1,9179,-                    
KALLANG/WHAMPOA,3-RM,2020-Q1,9180,1900
KALLANG/WHAMPOA,4-RM,2020-Q1,9181,2400
KALLANG/WHAMPOA,5-RM,2020-Q1,9182,2600
KALLANG/WHAMPOA,EXEC,2020-Q1,9183,-                    
MARINE PARADE  ,1-RM,2020-Q1,9184,na                   
MARINE PARADE  ,2-RM,2020-Q1,9185,na                   
MARINE PARADE  ,3-RM,2020-Q1,9186,1850
MARINE PARADE  ,4-RM,2020-Q1,9187,2100
MARINE PARADE  ,5-RM,2020-Q1,9188,-                    
MARINE PARADE  ,EXEC,2020-Q1,9189,na                   
PASIR RIS      ,1-RM,2020-Q1,9190,na                   
PASIR RIS      ,2-RM,2020-Q1,9191,-                    
PASIR RIS      ,3-RM,2020-Q1,9192,-                    
PASIR RIS      ,4-RM,2020-Q1,9193,2000
PASIR RIS      ,5-RM,2020-Q1,9194,2100
PASIR RIS      ,EXEC,2020-Q1,9195,2200
PUNGGOL        ,1-RM,2020-Q1,9196,na                   
PUNGGOL        ,2-RM,2020-Q1,9197,-                    
PUNGGOL        ,3-RM,2020-Q1,9198,-                    
PUNGGOL        ,4-RM,2020-Q1,9199,1900
PUNGGOL        ,5-RM,2020-Q1,9200,1900
PUNGGOL        ,EXEC,2020-Q1,9201,-                    
QUEENSTOWN     ,1-RM,2020-Q1,9202,na                   
QUEENSTOWN     ,2-RM,2020-Q1,9203,1400
QUEENSTOWN     ,3-RM,2020-Q1,9204,1900
QUEENSTOWN     ,4-RM,2020-Q1,9205,2650
QUEENSTOWN     ,5-RM,2020-Q1,9206,2850
QUEENSTOWN     ,EXEC,2020-Q1,9207,na                   
SEMBAWANG      ,1-RM,2020-Q1,9208,na                   
SEMBAWANG      ,2-RM,2020-Q1,9209,-                    
SEMBAWANG      ,3-RM,2020-Q1,9210,-                    
SEMBAWANG      ,4-RM,2020-Q1,9211,1800
SEMBAWANG      ,5-RM,2020-Q1,9212,1900
SEMBAWANG      ,EXEC,2020-Q1,9213,2000
SENGKANG       ,1-RM,2020-Q1,9214,na                   
SENGKANG       ,2-RM,2020-Q1,9215,-                    
SENGKANG       ,3-RM,2020-Q1,9216,-                    
SENGKANG       ,4-RM,2020-Q1,9217,1900
SENGKANG       ,5-RM,2020-Q1,9218,1950
SENGKANG       ,EXEC,2020-Q1,9219,2030
SERANGOON      ,1-RM,2020-Q1,9220,na                   
SERANGOON      ,2-RM,2020-Q1,9221,-                    
SERANGOON      ,3-RM,2020-Q1,9222,1800
SERANGOON      ,4-RM,2020-Q1,9223,2200
SERANGOON      ,5-RM,2020-Q1,9224,2250
SERANGOON      ,EXEC,2020-Q1,9225,-                    
TAMPINES       ,1-RM,2020-Q1,9226,na                   
TAMPINES       ,2-RM,2020-Q1,9227,-                    
TAMPINES       ,3-RM,2020-Q1,9228,1750
TAMPINES       ,4-RM,2020-Q1,9229,2100
TAMPINES       ,5-RM,2020-Q1,9230,2300
TAMPINES       ,EXEC,2020-Q1,9231,2400
TOA PAYOH      ,1-RM,2020-Q1,9232,na                   
TOA PAYOH      ,2-RM,2020-Q1,9233,-                    
TOA PAYOH      ,3-RM,2020-Q1,9234,1800
TOA PAYOH      ,4-RM,2020-Q1,9235,2250
TOA PAYOH      ,5-RM,2020-Q1,9236,2500
TOA PAYOH      ,EXEC,2020-Q1,9237,-                    
WOODLANDS      ,1-RM,2020-Q1,9238,na                   
WOODLANDS      ,2-RM,2020-Q1,9239,-                    
WOODLANDS      ,3-RM,2020-Q1,9240,1400
WOODLANDS      ,4-RM,2020-Q1,9241,1710
WOODLANDS      ,5-RM,2020-Q1,9242,1800
WOODLANDS      ,EXEC,2020-Q1,9243,2100
YISHUN         ,1-RM,2020-Q1,9244,na                   
YISHUN         ,2-RM,2020-Q1,9245,-                    
YISHUN         ,3-RM,2020-Q1,9246,1600
YISHUN         ,4-RM,2020-Q1,9247,1850
YISHUN         ,5-RM,2020-Q1,9248,2000
YISHUN         ,EXEC,2020-Q1,9249,2100
ANG MO KIO     ,1-RM,2020-Q1,9250,na                   
ANG MO KIO     ,2-RM,2020-Q1,9251,-                    
ANG MO KIO     ,3-RM,2020-Q1,9252,1700
ANG MO KIO     ,4-RM,2020-Q1,9253,2100
ANG MO KIO     ,5-RM,2020-Q1,9254,2400
ANG MO KIO     ,EXEC,2020-Q1,9255,-                    
BEDOK          ,1-RM,2020-Q1,9256,na                   
BEDOK          ,2-RM,2020-Q1,9257,-                    
BEDOK          ,3-RM,2020-Q1,9258,1700
BEDOK          ,4-RM,2020-Q1,9259,2000
BEDOK          ,5-RM,2020-Q1,9260,2300
BEDOK          ,EXEC,2020-Q1,9261,2480
BISHAN         ,1-RM,2020-Q1,9262,na                   
BISHAN         ,2-RM,2020-Q1,9263,na                   
BISHAN         ,3-RM,2020-Q1,9264,1900
BISHAN         ,4-RM,2020-Q1,9265,2300
BISHAN         ,5-RM,2020-Q1,9266,2500
BISHAN         ,EXEC,2020-Q1,9267,-                    
BUKIT BATOK    ,1-RM,2020-Q1,9268,na                   
BUKIT BATOK    ,2-RM,2020-Q1,9269,-                    
BUKIT BATOK    ,3-RM,2020-Q1,9270,1600
BUKIT BATOK    ,4-RM,2020-Q1,9271,1900
BUKIT BATOK    ,5-RM,2020-Q1,9272,2100
BUKIT BATOK    ,EXEC,2020-Q1,9273,2200
BUKIT MERAH    ,1-RM,2020-Q1,9274,-                    
BUKIT MERAH    ,2-RM,2020-Q1,9275,1530
BUKIT MERAH    ,3-RM,2020-Q1,9276,1900
BUKIT MERAH    ,4-RM,2020-Q1,9277,2500
BUKIT MERAH    ,5-RM,2020-Q1,9278,2720
BUKIT MERAH    ,EXEC,2020-Q1,9279,na                   
BUKIT PANJANG  ,1-RM,2020-Q1,9280,na                   
BUKIT PANJANG  ,2-RM,2020-Q1,9281,-                    
BUKIT PANJANG  ,3-RM,2020-Q1,9282,1550
BUKIT PANJANG  ,4-RM,2020-Q1,9283,1800
BUKIT PANJANG  ,5-RM,2020-Q1,9284,1900
BUKIT PANJANG  ,EXEC,2020-Q1,9285,-                    
BUKIT TIMAH    ,1-RM,2020-Q1,9286,na                   
BUKIT TIMAH    ,2-RM,2020-Q1,9287,na                   
BUKIT TIMAH    ,3-RM,2020-Q1,9288,-                    
BUKIT TIMAH    ,4-RM,2020-Q1,9289,-                    
BUKIT TIMAH    ,5-RM,2020-Q1,9290,-                    
BUKIT TIMAH    ,EXEC,2020-Q1,9291,-                    
CENTRAL        ,1-RM,2020-Q1,9292,na                   
CENTRAL        ,2-RM,2020-Q1,9293,-                    
CENTRAL        ,3-RM,2020-Q1,9294,2200
CENTRAL        ,4-RM,2020-Q1,9295,2600
CENTRAL        ,5-RM,2020-Q1,9296,-                    
CENTRAL        ,EXEC,2020-Q1,9297,na                   
CHOA CHU KANG  ,1-RM,2020-Q1,9298,na                   
CHOA CHU KANG  ,2-RM,2020-Q1,9299,-                    
CHOA CHU KANG  ,3-RM,2020-Q1,9300,-                    
CHOA CHU KANG  ,4-RM,2020-Q1,9301,1800
CHOA CHU KANG  ,5-RM,2020-Q1,9302,1900
CHOA CHU KANG  ,EXEC,2020-Q1,9303,2100
CLEMENTI       ,1-RM,2020-Q1,9304,na                   
CLEMENTI       ,2-RM,2020-Q1,9305,na                   
CLEMENTI       ,3-RM,2020-Q1,9306,1800
CLEMENTI       ,4-RM,2020-Q1,9307,2350
CLEMENTI       ,5-RM,2020-Q1,9308,2600
CLEMENTI       ,EXEC,2020-Q1,9309,-                    
GEYLANG        ,1-RM,2020-Q1,9310,na                   
GEYLANG        ,2-RM,2020-Q1,9311,-                    
GEYLANG        ,3-RM,2020-Q1,9312,1800
GEYLANG        ,4-RM,2020-Q1,9313,2300
GEYLANG        ,5-RM,2020-Q1,9314,2500
GEYLANG        ,EXEC,2020-Q1,9315,-                    
HOUGANG        ,1-RM,2020-Q1,9316,na                   
HOUGANG        ,2-RM,2020-Q1,9317,-                    
HOUGANG        ,3-RM,2020-Q1,9318,1650
HOUGANG        ,4-RM,2020-Q1,9319,1950
HOUGANG        ,5-RM,2020-Q1,9320,2100
HOUGANG        ,EXEC,2020-Q1,9321,2400
JURONG EAST    ,1-RM,2020-Q1,9322,na                   
JURONG EAST    ,2-RM,2020-Q1,9323,-                    
JURONG EAST    ,3-RM,2020-Q1,9324,1700
JURONG EAST    ,4-RM,2020-Q1,9325,2000
JURONG EAST    ,5-RM,2020-Q1,9326,2300
JURONG EAST    ,EXEC,2020-Q1,9327,-                    
JURONG WEST    ,1-RM,2020-Q1,9328,na                   
JURONG WEST    ,2-RM,2020-Q1,9329,-                    
JURONG WEST    ,3-RM,2020-Q1,9330,1600
JURONG WEST    ,4-RM,2020-Q1,9331,2000
JURONG WEST    ,5-RM,2020-Q1,9332,2150
JURONG WEST    ,EXEC,2020-Q1,9333,2300
KALLANG/WHAMPOA,1-RM,2020-Q1,9334,na                   
KALLANG/WHAMPOA,2-RM,2020-Q1,9335,-                    
KALLANG/WHAMPOA,3-RM,2020-Q1,9336,1900
KALLANG/WHAMPOA,4-RM,2020-Q1,9337,2400
KALLANG/WHAMPOA,5-RM,2020-Q1,9338,2600
KALLANG/WHAMPOA,EXEC,2020-Q1,9339,-                    
MARINE PARADE  ,1-RM,2020-Q1,9340,na                   
MARINE PARADE  ,2-RM,2020-Q1,9341,na                   
MARINE PARADE  ,3-RM,2020-Q1,9342,1800
MARINE PARADE  ,4-RM,2020-Q1,9343,2050
MARINE PARADE  ,5-RM,2020-Q1,9344,-                    
MARINE PARADE  ,EXEC,2020-Q1,9345,na                   
PASIR RIS      ,1-RM,2020-Q1,9346,na                   
PASIR RIS      ,2-RM,2020-Q1,9347,na                   
PASIR RIS      ,3-RM,2020-Q1,9348,-                    
PASIR RIS      ,4-RM,2020-Q1,9349,2000
PASIR RIS      ,5-RM,2020-Q1,9350,2100
PASIR RIS      ,EXEC,2020-Q1,9351,2250
PUNGGOL        ,1-RM,2020-Q1,9352,na                   
PUNGGOL        ,2-RM,2020-Q1,9353,-                    
PUNGGOL        ,3-RM,2020-Q1,9354,-                    
PUNGGOL        ,4-RM,2020-Q1,9355,1900
PUNGGOL        ,5-RM,2020-Q1,9356,1900
PUNGGOL        ,EXEC,2020-Q1,9357,-                    
QUEENSTOWN     ,1-RM,2020-Q1,9358,na                   
QUEENSTOWN     ,2-RM,2020-Q1,9359,1450
QUEENSTOWN     ,3-RM,2020-Q1,9360,1900
QUEENSTOWN     ,4-RM,2020-Q1,9361,2650
QUEENSTOWN     ,5-RM,2020-Q1,9362,2800
QUEENSTOWN     ,EXEC,2020-Q1,9363,-                    
SEMBAWANG      ,1-RM,2020-Q1,9364,na                   
SEMBAWANG      ,2-RM,2020-Q1,9365,-                    
SEMBAWANG      ,3-RM,2020-Q1,9366,-                    
SEMBAWANG      ,4-RM,2020-Q1,9367,1800
SEMBAWANG      ,5-RM,2020-Q1,9368,1900
SEMBAWANG      ,EXEC,2020-Q1,9369,2100
SENGKANG       ,1-RM,2020-Q1,9370,na                   
SENGKANG       ,2-RM,2020-Q1,9371,-                    
SENGKANG       ,3-RM,2020-Q1,9372,-                    
SENGKANG       ,4-RM,2020-Q1,9373,1900
SENGKANG       ,5-RM,2020-Q1,9374,1950
SENGKANG       ,EXEC,2020-Q1,9375,2100
SERANGOON      ,1-RM,2020-Q1,9376,na                   
SERANGOON      ,2-RM,2020-Q1,9377,-                    
SERANGOON      ,3-RM,2020-Q1,9378,1800
SERANGOON      ,4-RM,2020-Q1,9379,2200
SERANGOON      ,5-RM,2020-Q1,9380,2300
SERANGOON      ,EXEC,2020-Q1,9381,-                    
TAMPINES       ,1-RM,2020-Q1,9382,na                   
TAMPINES       ,2-RM,2020-Q1,9383,-                    
TAMPINES       ,3-RM,2020-Q1,9384,1750
TAMPINES       ,4-RM,2020-Q1,9385,2100
TAMPINES       ,5-RM,2020-Q1,9386,2250
TAMPINES       ,EXEC,2020-Q1,9387,2400
TOA PAYOH      ,1-RM,2020-Q1,9388,na                   
TOA PAYOH      ,2-RM,2020-Q1,9389,-                    
TOA PAYOH      ,3-RM,2020-Q1,9390,1800
TOA PAYOH      ,4-RM,2020-Q1,9391,2200
TOA PAYOH      ,5-RM,2020-Q1,9392,2500
TOA PAYOH      ,EXEC,2020-Q1,9393,-                    
WOODLANDS      ,1-RM,2020-Q1,9394,na                   
WOODLANDS      ,2-RM,2020-Q1,9395,-                    
WOODLANDS      ,3-RM,2020-Q1,9396,1400
WOODLANDS      ,4-RM,2020-Q1,9397,1750
WOODLANDS      ,5-RM,2020-Q1,9398,1800
WOODLANDS      ,EXEC,2020-Q1,9399,2000
YISHUN         ,1-RM,2020-Q1,9400,na                   
YISHUN         ,2-RM,2020-Q1,9401,-                    
YISHUN         ,3-RM,2020-Q1,9402,1600
YISHUN         ,4-RM,2020-Q1,9403,1800
YISHUN         ,5-RM,2020-Q1,9404,2030
YISHUN         ,EXEC,2020-Q1,9405,2100
ANG MO KIO     ,1-RM,2020-Q2,9406,na                   
ANG MO KIO     ,2-RM,2020-Q2,9407,-                    
ANG MO KIO     ,3-RM,2020-Q2,9408,1700
ANG MO KIO     ,4-RM,2020-Q2,9409,2100
ANG MO KIO     ,5-RM,2020-Q2,9410,2350
ANG MO KIO     ,EXEC,2020-Q2,9411,na                   
BEDOK          ,1-RM,2020-Q2,9412,na                   
BEDOK          ,2-RM,2020-Q2,9413,-                    
BEDOK          ,3-RM,2020-Q2,9414,1700
BEDOK          ,4-RM,2020-Q2,9415,2000
BEDOK          ,5-RM,2020-Q2,9416,2300
BEDOK          ,EXEC,2020-Q2,9417,2400
BISHAN         ,1-RM,2020-Q2,9418,na                   
BISHAN         ,2-RM,2020-Q2,9419,na                   
BISHAN         ,3-RM,2020-Q2,9420,1800
BISHAN         ,4-RM,2020-Q2,9421,2300
BISHAN         ,5-RM,2020-Q2,9422,2500
BISHAN         ,EXEC,2020-Q2,9423,-                    
BUKIT BATOK    ,1-RM,2020-Q2,9424,na                   
BUKIT BATOK    ,2-RM,2020-Q2,9425,-                    
BUKIT BATOK    ,3-RM,2020-Q2,9426,1600
BUKIT BATOK    ,4-RM,2020-Q2,9427,1900
BUKIT BATOK    ,5-RM,2020-Q2,9428,2100
BUKIT BATOK    ,EXEC,2020-Q2,9429,-                    
BUKIT MERAH    ,1-RM,2020-Q2,9430,-                    
BUKIT MERAH    ,2-RM,2020-Q2,9431,-                    
BUKIT MERAH    ,3-RM,2020-Q2,9432,1950
BUKIT MERAH    ,4-RM,2020-Q2,9433,2500
BUKIT MERAH    ,5-RM,2020-Q2,9434,2700
BUKIT MERAH    ,EXEC,2020-Q2,9435,na                   
BUKIT PANJANG  ,1-RM,2020-Q2,9436,na                   
BUKIT PANJANG  ,2-RM,2020-Q2,9437,-                    
BUKIT PANJANG  ,3-RM,2020-Q2,9438,1500
BUKIT PANJANG  ,4-RM,2020-Q2,9439,1700
BUKIT PANJANG  ,5-RM,2020-Q2,9440,1900
BUKIT PANJANG  ,EXEC,2020-Q2,9441,2000
BUKIT TIMAH    ,1-RM,2020-Q2,9442,na                   
BUKIT TIMAH    ,2-RM,2020-Q2,9443,-                    
BUKIT TIMAH    ,3-RM,2020-Q2,9444,-                    
BUKIT TIMAH    ,4-RM,2020-Q2,9445,-                    
BUKIT TIMAH    ,5-RM,2020-Q2,9446,-                    
BUKIT TIMAH    ,EXEC,2020-Q2,9447,-                    
CENTRAL        ,1-RM,2020-Q2,9448,na                   
CENTRAL        ,2-RM,2020-Q2,9449,-                    
CENTRAL        ,3-RM,2020-Q2,9450,2080
CENTRAL        ,4-RM,2020-Q2,9451,2500
CENTRAL        ,5-RM,2020-Q2,9452,-                    
CENTRAL        ,EXEC,2020-Q2,9453,na                   
CHOA CHU KANG  ,1-RM,2020-Q2,9454,na                   
CHOA CHU KANG  ,2-RM,2020-Q2,9455,-                    
CHOA CHU KANG  ,3-RM,2020-Q2,9456,-                    
CHOA CHU KANG  ,4-RM,2020-Q2,9457,1800
CHOA CHU KANG  ,5-RM,2020-Q2,9458,1850
CHOA CHU KANG  ,EXEC,2020-Q2,9459,2000
CLEMENTI       ,1-RM,2020-Q2,9460,na                   
CLEMENTI       ,2-RM,2020-Q2,9461,-                    
